category,word,question,generated,expected,contains_entity,contains_entity_explanation,matches_reference,matches_reference_explanation
cities,Philadelphia,Which city was the subject of an events guide highlighting multiple marquee happenings scheduled across the year?,The reporting placed the guide in San Francisco and described the events as part of a year-round calendar.,The reporting placed the year’s marquee-event roundup in Philadelphia and summarized why the calendar stood out. It also noted how the listings spanned multiple seasons.,False,"The generated answer explicitly mentions 'San Francisco' as the city, not 'Philadelphia'.",False,"The generated answer incorrectly identifies the city as San Francisco, while the reference answer correctly states it was Philadelphia. This is a fundamental factual mismatch."
cybersecurity,CISA,"When a high-severity vulnerability in identity software was added to a known-exploited list with deadlines for remediation, which U.S. cyber agency maintained that list?",The U.S. Cybersecurity and Infrastructure Security Agency (CISA) maintained the list.,"The U.S. cyber agency maintaining the known-exploited list was CISA, as reflected in the catalog process.",True,The generated answer explicitly mentions 'CISA' and its full name.,True,"The generated answer provides the correct agency (CISA) that maintained the list, which is the core information in the reference answer. It directly answers the question asked."
celebrities,Iga Świątek,Which player suffered a surprise defeat at a Middle East tournament after struggling with timing and errors?,Iga Świątek suffered a surprise defeat at a Middle East tournament after struggling with timing and errors.,Iga Świątek suffered a surprise defeat in that match.,True,The entity 'Iga Świątek' is explicitly mentioned in the generated answer.,True,The generated answer conveys the same core information as the reference answer (Iga Świątek suffered a surprise defeat) and adds relevant details from the question context without contradicting the reference.
products,Nintendo Switch 2,Which console received a December 2025 system update that changed how the device handles certain features?,Nintendo Switch received a December 2025 system update that changed how the device handles certain features.,Nintendo Switch 2 received a December 2025 system update that adjusted system behavior. The update was delivered as firmware and included user-facing changes described in the release notes.,False,"The entity is 'Nintendo Switch 2', but the generated answer mentions 'Nintendo Switch', which is a different entity.",False,"The generated answer attributes the update to 'Nintendo Switch' instead of 'Nintendo Switch 2', which is a crucial difference from the reference answer."
elections,Ecuador,In which country did a tight first-round tally force a runoff between the top two contenders?,"The country that held a runoff after a tight first-round tally was Ivory Coast, as well as several others.",Ecuador forced a runoff after a tight first-round tally.,False,The generated answer mentions 'Ivory Coast' but does not explicitly mention or reference 'Ecuador'.,False,"The generated answer states 'Ivory Coast' as the country, which is incorrect according to the reference answer that identifies 'Ecuador'. It does not convey the same core, correct information."
cities,Kansas City,Which city experienced major political change as voters recalled a county executive and the council approved building a new jail?,"The political change described in the question was reported in San Diego, according to local coverage.",Coverage tied the political shakeups to Kansas City and emphasized why they were historically notable. The write-up highlighted both the recall outcome and the major public-safety vote.,False,The generated answer mentions 'San Diego' instead of 'Kansas City'.,False,"The generated answer provides an incorrect city (San Diego) for the events, whereas the reference correctly states Kansas City. This is a factual mismatch."
laws,Corporate Transparency Act,"Under which U.S. reporting statute did updated agency guidance clarify exemptions, instructions, and deadlines for beneficial-ownership filings?","The updated agency guidance clarified exemptions, instructions, and deadlines for beneficial-ownership filings under the Corporate Transparency Act, as reported.","In the updated guidance, the Corporate Transparency Act remained the framework for beneficial-ownership reporting, but key exemptions were clarified. The agency revised instructions and deadlines to reflect recent court and policy changes.",True,The generated answer explicitly mentions 'Corporate Transparency Act'.,True,"The generated answer correctly identifies the Corporate Transparency Act as the statute under which the guidance clarified exemptions, instructions, and deadlines for beneficial-ownership filings, matching the core information provided in the reference answer."
sports teams,Manchester United,Which club won its final league match to end the season on a positive note after weeks of intense scrutiny?,"The final league match ended in a win for Manchester City, as they secured the title.","The club that won its last league game in that context was Manchester United, according to the post-match coverage.",False,"The generated answer mentions 'Manchester City', not the specified entity 'Manchester United'.",False,"The generated answer states 'Manchester City' won its final league match, which contradicts the reference answer that identifies 'Manchester United' as the club that won its last game."
cities,Boulder,Which city was repeatedly cited in coverage about federal funding cuts targeting research institutions?,Coverage about federal funding cuts targeting research institutions often mentioned Chicago as the city involved.,Boulder,False,"The generated answer mentions 'Chicago', not 'Boulder'.",False,"The generated answer provides 'Chicago' as the city, which is different from the reference answer 'Boulder'."
elections,Poland,"Where did the runoff get framed as a clash between a pro-EU direction and a nationalist, “America-style” campaign posture?","The runoff in Poland got framed as a clash between a pro-EU direction and a nationalist, “America-style” campaign posture in the context of the 2020 presidential election.",The runoff in Poland was framed as a pro-EU vs nationalist clash.,True,The answer explicitly mentions 'Poland'.,True,The generated answer provides the same core information as the reference: that the runoff in Poland was framed as a pro-EU vs nationalist clash. It also includes additional accurate context ('America-style' and '2020 presidential election') which does not detract from the core information.
countries,Germany,"Which country’s domestic intelligence service classified a major opposition party as extremist, escalating political tensions?","The country that classified a major opposition party as extremist was Poland, under a domestic intelligence service ruling.",Germany,False,The generated answer mentions 'Poland' instead of 'Germany'.,False,"The generated answer incorrectly states 'Poland' as the country, while the reference answer correctly identifies 'Germany'."
politicians,Javier Milei,Which leader’s government issued a decree to advance a new IMF program and speed approval?,Iga Świątkowska,Javier Milei issued a decree to advance a new IMF program.,False,"The generated answer mentions 'Iga Świątkowska', not 'Javier Milei'.",False,The generated answer provides a completely different and incorrect leader ('Iga Świątkowska') compared to the reference answer ('Javier Milei').
products,Ozempic,Which semaglutide diabetes brand was removed from the U.S. shortage list in early 2025 as supply caught up?,Ozempic was removed from the shortage list in early 2025 as supply caught up.,Ozempic was removed from the U.S. shortage list in early 2025 as supply caught up.,True,The generated answer explicitly mentions 'Ozempic'.,True,"The generated answer conveys the same core information as the reference answer, identifying Ozempic, its removal from the shortage list, and the timeframe. The omission of 'U.S.' is acceptable as the question already specifies 'U.S. shortage list', making 'the shortage list' implicitly refer to the U.S. one."
celebrities,Drake,Which celebrity ended a legal dispute involving a radio company after the parties reached a settlement?,Dr. Dre,The settlement ended a dispute involving Drake in court filings.,False,"The generated answer mentions 'Dr. Dre', which is a different person from the entity 'Drake'.",False,"The reference answer identifies 'Drake' as the celebrity, while the generated answer incorrectly states 'Dr. Dre'. Thus, the core information does not match."
sports teams,AC Milan,Which club signed a French forward from an English club on a five-year deal late in the transfer window?,"The transfer window is about to close, and the club that signed a French forward from an English club on a five-year deal was Paris Saint-Germain.","In that late-window transfer, AC Milan completed the five-year deal for the forward. Reports noted it as a fresh start after a difficult spell abroad, with expectations of immediate contributions in attack.",False,The generated answer mentions 'Paris Saint-Germain' instead of 'AC Milan'.,False,"The generated answer incorrectly states 'Paris Saint-Germain' as the club, whereas the reference answer correctly identifies 'AC Milan'."
cities,Columbus,Which city approved a significant local funding measure that was framed as an investment in community services?,"The funding measure described was reported in Columbus, according to coverage.","In 2025, Columbus became the setting for it.",True,The generated answer explicitly mentions 'Columbus'.,True,Both the generated answer and the reference answer identify 'Columbus' as the city related to the funding measure/event mentioned in the question.
elections,Mexico,"In which country did turnout come in notably low, fueling criticism that the new judicial vote lacked broad legitimacy?","Voter turnout in Ukraine came in notably low, fueling criticism that the new judicial vote lacked broad legitimacy.",Low turnout in Mexico fueled legitimacy criticism of the judicial vote. It intensified debate about the reform’s design.,False,The generated answer mentions 'Ukraine' instead of 'Mexico'.,False,The generated answer incorrectly identifies the country as 'Ukraine' while the reference answer correctly states 'Mexico'.
celebrities,LeBron James,Which player was reported to be staying with his team despite offseason rumors and speculation?,The player reported to be staying with their team was LeBron James.,LeBron James was reported as staying with the team. The reports pointed to stability despite the rumor cycle.,True,The generated answer explicitly mentions 'LeBron James'.,True,"The generated answer identifies LeBron James as the player reported to be staying with his team, which is the core information conveyed by the reference answer and directly answers the question."
countries,Turkey,"After the central bank cut rates by three percentage points to accelerate easing, which country made the move?","After the central bank cut rates by three percentage points, the country was Poland, which accelerated easing.","After the central bank cut rates by three percentage points, Turkey accelerated its easing cycle.",False,The generated answer mentions 'Poland' instead of 'Turkey'.,False,"The generated answer incorrectly identifies 'Poland' as the country that cut rates, whereas the reference answer correctly states 'Turkey'."
laws,Corporate Sustainability Due Diligence Directive (CSDDD),Which EU supply-chain due-diligence regime was delayed when lawmakers backed a “stop the clock” vote affecting implementation timelines?,The delayed EU supply-chain due-diligence regime is the Corporate Sustainability Reporting Directive (CSRD) and the Corporate Sustainability Due Diligence Directive (CSDDD). The vote affected the Corporate Sustainability Due Diligence Directive.,Corporate Sustainability Due Diligence Directive (CSDDD) was delayed by the vote.,True,The generated answer explicitly mentions 'Corporate Sustainability Due Diligence Directive (CSDDD)' multiple times.,True,"The generated answer correctly identifies the 'Corporate Sustainability Due Diligence Directive (CSDDD)' as the regime affected by the vote and delayed, matching the core information of the reference answer. Although it initially includes CSRD, it clarifies that 'The vote affected the Corporate Sustainability Due Diligence Directive'."
court cases,Elon Musk,"In an enforcement action about late disclosure of a major ownership stake, which individual was sued by the securities regulator?",Elon Musk was sued by regulators over late disclosure.,Elon Musk,True,The answer explicitly mentions 'Elon Musk'.,True,"The generated answer provides the key information 'Elon Musk', which directly answers the question 'which individual'. The additional context provided in the generated answer is accurate and relevant to the question, making it a correct and more complete response, but it still contains the core information of the reference."
movies,Telluride Film Festival 2025,Which U.S. mountain film gathering announced Silver Medallion honorees including Jesse Plemons?,"At Telluride Film Festival 2025, Jesse Plemons was announced as a Silver Medallion honoree in the program.",Telluride Film Festival 2025,True,The generated answer explicitly mentions 'Telluride Film Festival 2025'.,True,"The generated answer provides the core information 'Telluride Film Festival 2025' which directly answers the 'Which gathering' part of the question, matching the reference. It also includes additional accurate and relevant details from the question."
cities,San Francisco,Which city swore in a newly elected mayor after a high-profile local race?,The reporting placed the high-profile election outcome in Houston and described the swearing-in ceremony for the new mayor. It also noted the significance of the win for the incumbent.,San Francisco,False,The generated answer mentions 'Houston' instead of 'San Francisco'.,False,"The generated answer incorrectly identifies the city as 'Houston', while the reference answer correctly states 'San Francisco'."
products,Comirnaty,Which vaccine brand was referenced in late-2025 CDC messaging about who should consider an additional dose?,Comirnaty was referenced in late-2025 CDC messaging about who should consider an additional dose.,Comirnaty was referenced in late-2025 CDC messaging about who should consider an additional dose. The guidance highlighted older adults and immunocompromised people as groups with different dosing considerations.,True,The generated answer explicitly mentions 'Comirnaty'.,True,The generated answer provides the core information requested by the question (the vaccine brand) and aligns with the initial statement of the reference answer. The additional detail in the reference answer regarding specific groups is not directly requested by the question and its absence in the generated answer does not make it incorrect.
companies,Amazon,Which company faced a high-profile union vote at a large logistics facility in the US South?,"The company facing a high-profile union vote was Amazon, at a large logistics facility in the US South.",Amazon faced a high-profile union vote at a large logistics facility in the US South.,True,The answer explicitly mentions 'Amazon'.,True,"The generated answer conveys the same core information as the reference answer, identifying Amazon as the company that faced the high-profile union vote at the specified location."
organizations,Nvidia,Which chipmaker said new US export restrictions would trigger a multibillion-dollar charge tied to inventory and purchase commitments?,"The chipmaker that said new US export restrictions would trigger a multibillion-dollar charge was Intel, according to the company’s statement.",Nvidia,False,The generated answer mentions 'Intel' instead of 'Nvidia'.,False,The generated answer incorrectly identifies the chipmaker as 'Intel' while the reference answer correctly identifies it as 'Nvidia'.
cities,Houston,A city’s coverage stressed that a major federal bill also included significant future cuts to social spending programs; which city was it?,"The reporting on the federal bill’s social-spending cuts was tied to Washington, D.C. and described the impact on the city.","The social-spending-cuts angle described was reported in Houston, according to local coverage.",False,"The generated answer mentions 'Washington, D.C.' but not 'Houston'.",False,"The reference answer identifies 'Houston' as the city, while the generated answer identifies 'Washington, D.C.', which is incorrect based on the reference."
companies,Uber,Which company reported third-quarter results showing record free cash flow generation over the trailing twelve months?,"The company reporting record free cash flow generation was Meta Platforms, according to its quarterly update.","In its third-quarter results, Uber reported record trailing-twelve-month free cash flow generation. The report emphasized scaling efficiency and higher conversion of earnings into cash.",False,The generated answer mentions 'Meta Platforms' instead of 'Uber'.,False,"The generated answer incorrectly identifies 'Meta Platforms' as the company, whereas the reference answer correctly identifies 'Uber'."
organizations,Alphabet,Which company’s quarterly results highlighted rising capital spending plans tied to expanding AI capacity?,The quarterly results from Alphabet highlighted rising capital spending plans tied to expanding AI capacity.,Alphabet reported the higher spending plan.,True,The answer explicitly mentions 'Alphabet'.,True,"Both the generated answer and the reference answer identify 'Alphabet' as the company whose quarterly results highlighted the spending plans. The generated answer includes more detail from the question, but the core information conveyed is the same."
products,Spikevax,Which COVID-19 vaccine brand received a 2025 authorization/approval update tied to the 2025–2026 formulation?,Comirnaty,Spikevax received a 2025 authorization/approval update tied to the 2025–2026 formulation.,False,"The generated answer mentions 'Comirnaty', not 'Spikevax'.",False,"The generated answer identifies 'Comirnaty' as the vaccine brand, which contradicts the reference answer stating 'Spikevax' is the correct brand."
movies,2025 Annecy International Animation Film Festival,Which animation festival awarded its top feature-film honor to “Arco”?,"At SXSW Film & TV Festival 2025, the top feature-film honor was awarded to “Arco” in the Grand Jury Award for Narrative Feature category.",2025 Annecy International Animation Film Festival,False,"The generated answer mentions 'SXSW Film & TV Festival 2025', not '2025 Annecy International Animation Film Festival'.",False,"The generated answer provides a different festival ('SXSW Film & TV Festival 2025') than the one stated in the reference ('2025 Annecy International Animation Film Festival'), making it incorrect."
products,GPT-5,Which model family saw late-2025 product changes that adjusted model selection and defaults in the chat interface?,"The model family that saw late-2025 product changes was ChatGPT, as announced in December 2023.",GPT-5 also had late-2025 chat defaults and selection settings adjusted in product updates. Those changes affected how users accessed different modes and model variants in the interface.,False,"The generated answer mentions 'ChatGPT', not 'GPT-5'. While related, they are distinct entities in this context.",False,"The generated answer incorrectly identifies the model family as 'ChatGPT' instead of 'GPT-5', which is the core information provided by the reference answer."
celebrities,Taylor Swift,Which artist was said to have made sizable holiday donations to food banks in multiple U.S. cities?,"The artist who made sizable holiday donations to food banks in multiple U.S. cities was Taylor Swift, according to reports.","The food-bank donations in the reports came from Taylor Swift, according to the organizations. They described the gifts as major support for their operations.",True,The generated answer explicitly mentions 'Taylor Swift'.,True,"The generated answer correctly identifies Taylor Swift as the artist who made sizable holiday donations to food banks in multiple U.S. cities, which is the core information provided by the reference and asked by the question."
sanctions,United States,"Which country re-designated an armed group as a foreign terrorist organization, triggering tighter financial restrictions and compliance risk for counterparties?","In this case, the United Kingdom re-designated an armed group as a foreign terrorist organization. It triggered tighter financial restrictions and compliance risk for counterparties.",United States,False,The generated answer mentions 'United Kingdom' instead of 'United States'.,False,"The generated answer incorrectly identifies the 'United Kingdom' as the country, while the reference answer correctly states 'United States'."
sports teams,Inter Milan,"Which club appointed a former defender as head coach, turning to a familiar face for the role?","The club that appointed a former defender as head coach was Real Madrid, and it was Frank de Boer’s predecessor.",The change saw Inter Milan appoint a former defender as head coach.,False,The generated answer mentions 'Real Madrid' and 'Frank de Boer' but does not explicitly mention 'Inter Milan'.,False,"The generated answer identifies 'Real Madrid' as the club, whereas the reference answer correctly states 'Inter Milan'. The core information about the club is incorrect."
countries,Ukraine,"After large-scale drone and missile strikes hit the power system and caused civilian casualties, which country reported the impacts?","After large-scale drone and missile strikes hit the power system and caused civilian casualties, Ukraine reported the impacts.","After large-scale strikes hit the power system, Ukraine reported civilian casualties and widespread damage.",True,The generated answer explicitly mentions 'Ukraine'.,True,"Both the generated and reference answers correctly identify Ukraine as the country that reported the impacts. The generated answer uses the phrase 'reported the impacts', which refers directly to the 'large-scale drone and missile strikes hit the power system and caused civilian casualties' mentioned in the question context. The reference provides a more specific detail about what was reported ('civilian casualties and widespread damage'), but the core information (Ukraine reported the consequences of the strikes) is conveyed by both."
court cases,Elon Musk,"When the judge fast-tracked the case toward trial rather than issuing immediate injunctive relief, which individual’s lawsuit was put on that schedule?",The judge’s decision put Elon Musk’s lawsuit on the fast-track schedule.,"In that fast-tracked schedule, Elon Musk was the plaintiff whose case moved toward trial.",True,The generated answer explicitly mentions 'Elon Musk'.,True,"Both the generated answer and the reference answer state that Elon Musk's lawsuit was put on the fast-track schedule, directly answering the question."
sports teams,FC Barcelona,Which club extended the contract of its head coach after a title-winning campaign and signaled continuity for the next season?,"The club that extended the contract of its head coach after a title-winning campaign was Real Madrid, as the club announced a contract extension for Carlo Ancelotti.","After the title was secured, FC Barcelona extended the head coach’s contract. The club described it as a stability move as planning shifted toward the next campaign.",False,The generated answer mentions 'Real Madrid' and 'Carlo Ancelotti' but does not mention 'FC Barcelona'.,False,"The generated answer incorrectly identifies Real Madrid as the club, whereas the reference answer correctly states FC Barcelona. Therefore, the core information does not match."
countries,India,In which country did a major party win the capital-region election after a long dry spell?,"In this election, the incumbent party won the capital-region vote after a long dry spell. It happened in Germany, where the SPD won the Berlin regional election.",India saw a major party win the capital-region election after a long dry spell.,False,The generated answer mentions 'Germany' not 'India'.,False,"The generated answer incorrectly identifies the country as 'Germany' instead of 'India', which is the core information in the reference answer."
court cases,TikTok,"As the statute’s effective date arrived shortly after the ruling, which company faced the resulting legal requirement to divest or stop operating?","The company facing the divestment requirement was OpenAI, according to the ruling.","With the effective date arriving, TikTok was the company facing the divest-or-cease requirement. The post-ruling timeline focused on implementation and compliance obligations under the upheld law.",False,The generated answer mentions 'OpenAI' instead of 'TikTok'.,False,"The generated answer incorrectly states 'OpenAI' as the company facing the requirement, whereas the reference answer correctly identifies 'TikTok'."
sports teams,Inter Miami CF,Which club’s captain was named the league’s most valuable player after a standout season that ended with a championship run?,"The club that won and its captain was named MVP was Inter Milan, as the season concluded with a championship.","The club whose captain won MVP in that scenario was Inter Miami CF, as announced after the season.",False,"The generated answer mentions 'Inter Milan', which is a different club from 'Inter Miami CF'.",False,"The generated answer provides the incorrect club name ('Inter Milan' instead of 'Inter Miami CF') as the club whose captain was named MVP, thus not matching the core information of the reference answer."
celebrities,Jennifer Lopez,Which actor’s new musical film secured distribution shortly after its premiere?,The musical film that secured distribution shortly after its premiere was secured by Beyoncé.,"A distribution deal was secured for a film starring Jennifer Lopez, after its festival debut.",False,"The generated answer mentions Beyoncé, not Jennifer Lopez.",False,"The generated answer attributes the film's distribution to Beyoncé, which contradicts the reference answer stating it was for a film starring Jennifer Lopez."
companies,Boeing,Which manufacturer regained some authority to conduct certain inspections after regulators eased earlier restrictions?,"The manufacturer that regained some authority to conduct certain inspections was Boeing, according to the regulatory update.","The manufacturer that regained some inspection authority after regulators eased restrictions was Boeing, according to regulator statements.",True,The generated answer explicitly mentions 'Boeing'.,True,"The generated answer conveys the same core information as the reference answer, identifying Boeing as the manufacturer and describing the regaining of inspection authority after eased restrictions, with only minor wording differences (e.g., 'regulatory update' vs. 'regulator statements')."
elections,Germany,A preliminary coalition deal clearing an initial hurdle to form a government was announced in which country?,A preliminary coalition deal in Germany cleared an initial hurdle to form a government.,The preliminary deal in Germany cleared an early hurdle.,True,The generated answer explicitly mentions 'Germany'.,True,"Both the generated answer and the reference answer correctly identify 'Germany' as the country where the deal occurred, which is the core information requested by the question. The generated answer also provides relevant context from the question, making it a complete and correct response."
movies,Telluride Film Festival 2025,Which festival’s official update bundled its honorees and scheduling details into a single annual announcement?,"At the Academy Awards, the official update bundled its honorees and scheduling details into a single annual announcement in 2025.","At Telluride Film Festival 2025, the annual update bundled honorees and scheduling details in one notice. That same notice included Jesse Plemons among the Silver Medallion honorees there.",False,The generated answer mentions 'Academy Awards' instead of 'Telluride Film Festival 2025'.,False,"The generated answer incorrectly identifies the 'Academy Awards' as the festival, whereas the reference answer correctly identifies 'Telluride Film Festival 2025'. The core information about the festival is different."
countries,Italy,Which country’s education ministry moved to bar certain gender-inclusive symbols in official school communications?,The country that moved to bar certain gender-inclusive symbols in official school communications is Poland.,Italy,False,The generated answer mentions 'Poland' instead of 'Italy'.,False,"The generated answer states 'Poland', which is incorrect according to the reference answer 'Italy'."
cities,Charlotte,"Which city held a large early-summer food festival with vendors, tastings, and live music downtown?","The description of the festival was reported in Charlotte, according to coverage.","In 2025, Charlotte became the setting for it.",True,The generated answer explicitly mentions 'Charlotte'.,False,"The reference answer states Charlotte was the setting for the festival. The generated answer says the description was reported in Charlotte, which implies where the reporting occurred, not necessarily where the festival itself was held, making it ambiguous and not a direct match for the core information requested by the question ('Which city held...')."
elections,Honduras,Where did the campaign period feature repeated warnings about political violence and intimidation risks?,"Campaign periods in various jurisdictions have featured repeated warnings about political violence and intimidation risks. The warnings often focus on protecting voters, candidates, and election officials from harassment and violence.",Campaign warnings in Honduras focused on violence and intimidation risks.,False,The generated answer mentions 'various jurisdictions' but does not explicitly or implicitly mention 'Honduras'.,False,"The reference answer specifically identifies 'Honduras' as the location, which is the core information requested by the 'Where did...' question. The generated answer generalizes to 'various jurisdictions' and fails to provide this specific, crucial detail."
sports teams,Atlético Madrid,Which club won its final group match but still exited the tournament because the goal difference or standings were not enough?,"The club that won the final group match but still exited the tournament was Inter Milan, as the group stage rules were changed to prioritize overall group performance.","The club that won but still went out was Atlético Madrid, as the group math did not break its way.",False,The generated answer mentions 'Inter Milan' but does not mention 'Atlético Madrid'.,False,"The generated answer identifies 'Inter Milan' as the club, which is incorrect according to the reference answer that states 'Atlético Madrid'."
sanctions,Office of Financial Sanctions Implementation (OFSI),Which enforcement authority imposed a monetary penalty on a shipping firm for breaches linked to a sanctions regime?,Office of Financial Sanctions Implementation (OFSI) imposed a monetary penalty on a shipping firm for breaches linked to a sanctions regime.,Office of Financial Sanctions Implementation (OFSI) imposed the penalty.,True,The generated answer explicitly mentions 'Office of Financial Sanctions Implementation (OFSI)'.,True,"The generated answer provides the correct enforcement authority, 'Office of Financial Sanctions Implementation (OFSI)', which is the core information conveyed by the reference answer. Although more verbose, it does not contradict or add incorrect information."
sanctions,Russia,"Which country was the focus of a new restrictive-measures package that tightened controls on trade, transport, and finance in response to an ongoing geopolitical crisis?","In this episode, Russia was the focus of a new restrictive-measures package.",Russia,True,The generated answer explicitly mentions 'Russia'.,True,"The generated answer correctly identifies 'Russia' as the country, matching the core information provided by the reference answer, even though it includes additional context from the question."
companies,Walmart,Which retailer reported first-quarter results while highlighting continued grocery-led traffic and price investments?,"The retailer that reported first-quarter results with a focus on grocery-led traffic and price investments was Walmart, according to its earnings report.","The retailer that reported first-quarter results highlighting grocery-led traffic was Walmart, according to its release.",True,The generated answer explicitly names 'Walmart'.,True,"Both the generated answer and the reference answer correctly identify Walmart as the retailer. The generated answer also includes 'price investments' which was part of the original question, making it a more complete match to the question's prompt, but still conveys the same core information as the reference."
cities,Nashville,Which city was featured in coverage about a conservation effort reaching a new high-water mark for a threatened species?,"Coverage tied the conservation milestone to Washington, D.C. and highlighted the species’ recovery.",Coverage tied the conservation milestone to Nashville and emphasized the program’s measurable progress. The write-up highlighted how local institutions supported the effort.,False,"The generated answer mentions 'Washington, D.C.' instead of 'Nashville'.",False,"The generated answer incorrectly identifies the city as 'Washington, D.C.' while the reference answer correctly states 'Nashville'."
movies,77th Annual DGA Awards,Which directors’ guild ceremony presented its lifetime-achievement honor to Ang Lee?,"At the 77th Annual Directors Guild of America Awards, the lifetime-achievement honor was presented to Ang Lee in the program. The ceremony also included a tribute to him.","At 77th Annual DGA Awards, the lifetime-achievement honor was presented to Ang Lee in the program. The ceremony also included first-time feature recognition for Ramell Ross there.",True,"The generated answer explicitly mentions '77th Annual Directors Guild of America Awards', which is the full name of the entity '77th Annual DGA Awards'.",True,"Both the generated and reference answers convey the same core information requested by the question: the name of the ceremony where Ang Lee received the lifetime-achievement honor ('77th Annual Directors Guild of America Awards' / '77th Annual DGA Awards'). While the additional details provided by each answer differ (tribute to Ang Lee vs. recognition for Ramell Ross), the essential information to answer the question is identical and correct in both."
cities,Phoenix,"A college football program’s season was derailed by key injuries, alongside a major contract decision for its coach; which city was it?",The season described was in Columbus and involved the Ohio State football program.,"The season-and-contract storyline was reported in Phoenix, according to coverage.",False,"The generated answer mentions 'Columbus' and 'Ohio State', but not 'Phoenix'.",False,"The reference answer identifies 'Phoenix' as the city, while the generated answer identifies 'Columbus'. These are different cities, so the core information does not match."
celebrities,Selena Gomez,Which entertainer announced a joint pop album and shared a lead single shortly afterward?,"A new pop album was announced by Taylor Swift, featuring Kendrick Lamar.",Selena Gomez,False,"The generated answer mentions Taylor Swift and Kendrick Lamar, not Selena Gomez.",False,"The reference answer identifies Selena Gomez as the entertainer, while the generated answer incorrectly names Taylor Swift and Kendrick Lamar."
elections,Argentina,Which country held midterm legislative elections widely treated as a referendum on an aggressive economic reform agenda?,Argentina,Argentina,True,"The generated answer explicitly states 'Argentina', which is the entity.",True,"The generated answer 'Argentina' is identical to the reference answer 'Argentina', providing the exact core information requested by the question."
sports teams,Al Hilal,Which club extended a perfect group-phase start in a continental competition with another win?,"In that perfect group-phase start, Al Hilal won all three group games to advance. The report framed it as a perfect group run, with the club extending that streak into the knockout stage.","The perfect-start run belonged to Al Hilal, after another group win.",True,The generated answer explicitly mentions 'Al Hilal'.,True,"The generated answer correctly identifies Al Hilal as the club that extended the perfect group-phase start, aligning with the core information of the reference answer."
countries,Venezuela,"After opposition forces split over how to respond to the possibility of foreign action and escalating pressure, which country saw the division deepen?","After opposition forces split over how to respond to the possibility of foreign action and escalating pressure, Ukraine saw the division deepen.","After opposition forces split over how to respond to the possibility of foreign action, Venezuela saw the division deepen.",False,The generated answer mentions 'Ukraine' instead of 'Venezuela'.,False,"The generated answer incorrectly identifies 'Ukraine' as the country where the division deepened, whereas the reference answer correctly states 'Venezuela'."
court cases,Apple,"In a consumer antitrust case over cloud-storage pricing, which company won dismissal at the pleading stage?","In the consumer antitrust case over cloud-storage pricing, Google won dismissal at the pleading stage. The court ruled that the complaint failed to allege sufficient facts to support a plausible claim of price-fixing or market power.",Apple,False,The generated answer mentions 'Google' but not 'Apple'.,False,"The generated answer states 'Google' won dismissal, while the reference answer states 'Apple' won dismissal. The core information (the company) is different."
products,Ray-Ban Meta Smart Glasses,Which AI glasses line rolled out expanded assistant features to the UK in April 2025?,Ray-Ban Meta Smart Glasses,Ray-Ban Meta Smart Glasses,True,The generated answer explicitly states the entity 'Ray-Ban Meta Smart Glasses'.,True,"The generated answer is identical to the reference answer, providing the exact same core information."
movies,2025 Annecy International Animation Film Festival,Which festival awarded its top feature-film honor to “Arco”?,"At 2025 Annecy International Animation Film Festival, the top feature-film honor went to “Arco” in the feature-film category.",2025 Annecy International Animation Film Festival awarded its top feature-film honor to “Arco” officially.,True,The generated answer explicitly mentions '2025 Annecy International Animation Film Festival'.,True,The generated answer conveys the same core information as the reference: that the 2025 Annecy International Animation Film Festival awarded its top feature-film honor to 'Arco'. The phrasing 'the top feature-film honor went to' is semantically equivalent to 'awarded its top feature-film honor to'. The additional phrase 'in the feature-film category' in the generated answer and 'officially' in the reference are minor details that do not alter the main fact.
politicians,Xi Jinping,Which leader described the world as entering a period of upheaval during a major national ceremony?,"In a major national ceremony, Narendra Modi described the world as entering a period of upheaval.","In a speech, Xi Jinping described the world as entering upheaval.",False,The generated answer mentions 'Narendra Modi' instead of 'Xi Jinping'.,False,"The generated answer incorrectly attributes the statement to Narendra Modi instead of Xi Jinping, which is the core information asked by the question."
organizations,Boeing,Which aircraft manufacturer posted quarterly results showing a smaller loss while it worked to stabilize manufacturing and deliveries?,Boeing,The quarterly report from Boeing showed a smaller loss and stabilization efforts.,True,The generated answer explicitly mentions 'Boeing'.,True,"The generated answer 'Boeing' directly answers the 'which aircraft manufacturer' part of the question, which is the core information conveyed by the reference answer."
countries,Kenya,In which country was a police officer arrested after video showed the shooting of an unarmed civilian during protests?,Police agencies in Brazil arrested an officer after video showed the shooting of an unarmed civilian during protests. The incident drew widespread outrage and calls for accountability.,Police authorities in Kenya arrested an officer after video showed the shooting of an unarmed civilian during protests. The case became a flashpoint in broader demands for accountability in policing.,False,The generated answer mentions 'Brazil' instead of 'Kenya'.,False,"The generated answer incorrectly identifies the country as Brazil, while the reference answer correctly states Kenya. This is a critical factual mismatch for the question asked."
products,Starship,Which fully reusable heavy-lift launch system planned to deploy mock satellites on a 2025 test flight?,Starship was planned to deploy mock satellites on a 2025 test flight.,Starship,True,The generated answer explicitly mentions 'Starship'.,True,"The generated answer correctly identifies 'Starship' as the answer to the 'Which system?' question, which is the core information provided by the reference. The additional details in the generated answer are largely rephrased context from the question itself, not incorrect or extraneous information."
