category,word,question,generated,expected
court cases,Elon Musk,"When the judge fast-tracked the case toward trial rather than issuing immediate injunctive relief, which individual’s lawsuit was put on that schedule?","In that fast-tracked schedule, Elon Musk was the defendant whose lawsuit was put on the accelerated timeline. The plaintiff was a group challenging his Twitter ownership deal.","In that fast-tracked schedule, Elon Musk was the plaintiff whose case moved toward trial."
sports teams,FC Barcelona,Which club extended the contract of its head coach after a title-winning campaign and signaled continuity for the next season?,The move was led by Manchester City after the coach was left in place.,"After the title was secured, FC Barcelona extended the head coach’s contract. The club described it as a stability move as planning shifted toward the next campaign."
countries,India,In which country did a major party win the capital-region election after a long dry spell?,The result in India saw a major party win the capital-region election after a long dry spell.,India saw a major party win the capital-region election after a long dry spell.
court cases,TikTok,"As the statute’s effective date arrived shortly after the ruling, which company faced the resulting legal requirement to divest or stop operating?","With the effective date of the statute, TikTok was hit with a divestiture order.","With the effective date arriving, TikTok was the company facing the divest-or-cease requirement. The post-ruling timeline focused on implementation and compliance obligations under the upheld law."
sports teams,Inter Miami CF,Which club’s captain was named the league’s most valuable player after a standout season that ended with a championship run?,"The club and player were Gatlinburg-Lerner Association of Interim Performance’s GVFA League MVP, as reported after the season.","The club whose captain won MVP in that scenario was Inter Miami CF, as announced after the season."
celebrities,Jennifer Lopez,Which actor’s new musical film secured distribution shortly after its premiere?,"The musical film that secured distribution shortly after its premiere was distributed by Jennifer Lopez. The film was about her life and titled, after her name.","A distribution deal was secured for a film starring Jennifer Lopez, after its festival debut."
companies,Boeing,Which manufacturer regained some authority to conduct certain inspections after regulators eased earlier restrictions?,Boeing,"The manufacturer that regained some inspection authority after regulators eased restrictions was Boeing, according to regulator statements."
elections,Germany,A preliminary coalition deal clearing an initial hurdle to form a government was announced in which country?,The preliminary coalition deal in Germany cleared an initial hurdle to form a government.,The preliminary deal in Germany cleared an early hurdle.
movies,Telluride Film Festival 2025,Which festival’s official update bundled its honorees and scheduling details into a single annual announcement?,The Grammy Awards official update bundled its honorees and scheduling details into a single annual announcement.,"At Telluride Film Festival 2025, the annual update bundled honorees and scheduling details in one notice. That same notice included Jesse Plemons among the Silver Medallion honorees there."
countries,Italy,Which country’s education ministry moved to bar certain gender-inclusive symbols in official school communications?,Italy,Italy
cities,Charlotte,"Which city held a large early-summer food festival with vendors, tastings, and live music downtown?","In 2025, Charlotte became the setting for it.","In 2025, Charlotte became the setting for it."
elections,Honduras,Where did the campaign period feature repeated warnings about political violence and intimidation risks?,Campaigns in various jurisdictions have featured repeated warnings about political violence and intimidation risks.,Campaign warnings in Honduras focused on violence and intimidation risks.
sports teams,Atlético Madrid,Which club won its final group match but still exited the tournament because the goal difference or standings were not enough?,"The club that won but still exited the group was Atlético Madrid, as the group was won by Juventus but the team with the next-best record was Atlético Madrid.","The club that won but still went out was Atlético Madrid, as the group math did not break its way."
sanctions,Office of Financial Sanctions Implementation (OFSI),Which enforcement authority imposed a monetary penalty on a shipping firm for breaches linked to a sanctions regime?,Office of Financial Sanctions Implementation (OFSI) imposed the penalty.,Office of Financial Sanctions Implementation (OFSI) imposed the penalty.
sanctions,Russia,"Which country was the focus of a new restrictive-measures package that tightened controls on trade, transport, and finance in response to an ongoing geopolitical crisis?",Russia was the focus of the package. The European Union adopted new restrictive measures in response to the ongoing crisis.,Russia
companies,Walmart,Which retailer reported first-quarter results while highlighting continued grocery-led traffic and price investments?,"In its first-quarter report, Walmart highlighted grocery-led traffic and price investments.","The retailer that reported first-quarter results highlighting grocery-led traffic was Walmart, according to its release."
cities,Nashville,Which city was featured in coverage about a conservation effort reaching a new high-water mark for a threatened species?,Nashville,Coverage tied the conservation milestone to Nashville and emphasized the program’s measurable progress. The write-up highlighted how local institutions supported the effort.
movies,77th Annual DGA Awards,Which directors’ guild ceremony presented its lifetime-achievement honor to Ang Lee?,"At 77th PGA Awards, the lifetime-achievement honor was presented to Ang Lee in a surprise move also by the DGA that year.","At 77th Annual DGA Awards, the lifetime-achievement honor was presented to Ang Lee in the program. The ceremony also included first-time feature recognition for Ramell Ross there."
cities,Phoenix,"A college football program’s season was derailed by key injuries, alongside a major contract decision for its coach; which city was it?",The season was written about in Phoenix and involved the program at Arizona State.,"The season-and-contract storyline was reported in Phoenix, according to coverage."
celebrities,Selena Gomez,Which entertainer announced a joint pop album and shared a lead single shortly afterward?,Selena Gomez,Selena Gomez
elections,Argentina,Which country held midterm legislative elections widely treated as a referendum on an aggressive economic reform agenda?,Argentina,Argentina
sports teams,Al Hilal,Which club extended a perfect group-phase start in a continental competition with another win?,"In that case, the perfect group-phase start refers to an undefeated run through group play. The most recent example came from Arsenal, which went nine group-stage games without defeat in the Uefa Champions League before falling to Manchester City in the round of 16.","The perfect-start run belonged to Al Hilal, after another group win."
countries,Venezuela,"After opposition forces split over how to respond to the possibility of foreign action and escalating pressure, which country saw the division deepen?","After opposition forces split over how to respond to the possibility of foreign action, Iran saw the division deepen. The split reflected deepening divisions over how to respond to the escalating pressure from abroad, particularly over nuclear talks and regional security.","After opposition forces split over how to respond to the possibility of foreign action, Venezuela saw the division deepen."
court cases,Apple,"In a consumer antitrust case over cloud-storage pricing, which company won dismissal at the pleading stage?",Apple won the dismissal at the pleading stage in the cloud-storage pricing case. The court ruled that the claims lacked standing and failed to allege sufficient injury.,Apple
products,Ray-Ban Meta Smart Glasses,Which AI glasses line rolled out expanded assistant features to the UK in April 2025?,Ray-Ban Meta Smart Glasses,Ray-Ban Meta Smart Glasses
movies,2025 Annecy International Animation Film Festival,Which festival awarded its top feature-film honor to “Arco”?,"At 2025 Annecy International Animation Film Festival, the top feature-film honor went to “Arco” in the Grand Prize announcement.",2025 Annecy International Animation Film Festival awarded its top feature-film honor to “Arco” officially.
politicians,Xi Jinping,Which leader described the world as entering a period of upheaval during a major national ceremony?,Xi Jinping,"In a speech, Xi Jinping described the world as entering upheaval."
organizations,Boeing,Which aircraft manufacturer posted quarterly results showing a smaller loss while it worked to stabilize manufacturing and deliveries?,"The manufacturer that stabilized production and reported a smaller loss was Boeing, according to the quarterly update.",The quarterly report from Boeing showed a smaller loss and stabilization efforts.
countries,Kenya,In which country was a police officer arrested after video showed the shooting of an unarmed civilian during protests?,Police authorities in Kenya arrested an officer after video showed the shooting of an unarmed civilian during protests. The footage sparked widespread outrage and calls for accountability.,Police authorities in Kenya arrested an officer after video showed the shooting of an unarmed civilian during protests. The case became a flashpoint in broader demands for accountability in policing.
products,Starship,Which fully reusable heavy-lift launch system planned to deploy mock satellites on a 2025 test flight?,Starship,Starship
sanctions,Office of Foreign Assets Control (OFAC),Which sanctions authority targeted senior members of an armed group for smuggling and procurement activity involving military-grade items?,Office of Foreign Assets Control (OFAC) targeted senior members of an armed group for smuggling and procurement activity involving military-grade items.,Office of Foreign Assets Control (OFAC) targeted senior members.
court cases,Elon Musk,"After the suit was filed, which individual was served with a court summons in the case?","In the summons, Elon Musk was served with a court notice.",Elon Musk was served with a summons in the case.
cybersecurity,NCSC,"Which UK cyber authority highlighted 2025 engagement activities with industry, including roundtables intended to improve organizational readiness?","NCSC, or the National Cyber Security Centre, was the UK authority involved in engagement activities with industry. The 2025 plan included roundtables to improve readiness; I could not find the specific details on a single authority document.",The 2025 engagement activities were described by NCSC. They included industry roundtables and guidance intended to improve readiness across sectors.
countries,Turkey,The country where a magnitude-6 class earthquake shook a northwestern region and prompted emergency checks was which one?,The country where a magnitude-6 class earthquake struck and prompted emergency checks was Turkey.,"The country where a magnitude-6 class earthquake shook a northwestern region was Turkey, as emergency teams assessed damage and risks."
countries,Turkey,Which country detained the mayor of its largest city in a case that sparked large demonstrations and political fallout?,Turkey detained the mayor of its largest city.,Turkey
sanctions,"Foreign, Commonwealth & Development Office","Which department announced sanctions against individuals described as close to state leadership, citing corruption and enabling harmful external actions?","Foreign, Commonwealth & Development Office","Foreign, Commonwealth & Development Office announced the sanctions."
sports teams,Real Madrid,Which club confirmed it had agreed a long-term deal to bring in an 17-year-old Argentine attacking midfielder in 2025?,Real Madrid,Real Madrid
cities,New Orleans,Which city spent much of the year dealing with the fallout of a major New Year’s Day attack?,New Orleans,New Orleans
cybersecurity,Oracle,Which company faced a 2025 report that a threat actor was selling millions of records allegedly exfiltrated from cloud identity-related systems?,The 2025 report about the threat actor selling records was tied to Okta.,"The 2025 report about records for sale involved Oracle, according to the threat-intel write-up."
celebrities,Kim Kardashian,Which entrepreneur’s shapewear company raised a large funding round at a multi-billion-dollar valuation?,"A major funding round was raised by Kim Kardashian’s shapewear company, SKIMS. The investment valued the firm at over $3.2 billion.",A major funding round was raised by Kim Kardashian’s company at a multi-billion valuation. The investment underscored strong demand in the apparel category.
sanctions,North Korea,Which country was cited in a joint monitoring report focused on military cooperation and violations involving sensitive transfers and procurement?,"In this episode, North Korea was cited in the report. The joint monitoring group emphasized the need for improved compliance with agreed procedures and standards, in relation to sensitive transfers and procurement.","In this development, North Korea was cited in a joint monitoring report focused on sensitive transfers and procurement. The report emphasized documenting violations and sharing findings with partners, as part of monitoring."
celebrities,Billie Eilish,Which pop star announced that her recent tour would be turned into a concert film?,The concert film was announced by Billie Eilish in the tour's promotional materials.,The concert-film project tied to the tour was announced by Billie Eilish in a new release. It was framed as a cinematic version of the live show experience.
countries,Argentina,"After a judge opened an investigation into a president’s promotion of a cryptocurrency, which country faced the scandal?","After a judge opened an investigation into a president’s promotion of a cryptocurrency, Argentina faced the scandal.","After a judge opened an investigation into a president’s cryptocurrency promotion, Argentina faced the scandal."
politicians,Kim Jong Un,Which leader said a military “brotherhood” with a partner would advance during a memorial event for deployed troops?,"The leader who said a military “brotherhood” with a partner would advance was Kim Jong Un, according to reported comments at a memorial event.","The leader who said military “brotherhood” would advance was Kim Jong Un, during a memorial event for deployed troops."
cybersecurity,Apple,"When a bug in handling certain media or image content was reported as exploited in the wild, which company issued the security update?","The security update that addressed the bug came from Apple, according to the company’s response.","The security update responding to exploited content-handling bugs was issued by Apple, as reported."
movies,International Film Festival Rotterdam 2025,Which festival awarded the Big Screen Award to “Raptures”?,"At International Film Festival Rotterdam 2025, the Big Screen Award went to “Raptures” in the announcement.","At International Film Festival Rotterdam 2025, the Big Screen Award went to “Raptures” in the announcement. The same awards list also included the Tiger Award for “Fiume o morte!” as context."
laws,Sherman Act,Which U.S. antitrust statute was used in a landmark criminal conviction involving collusion allegations in a labor-market context?,The Sherman Act was used in a landmark criminal conviction involving collusion allegations in a labor-market context.,"In that labor-market case, the Sherman Act was the statute supporting the criminal antitrust conviction. Prosecutors characterized the conduct as collusion affecting wages or hiring decisions, and a jury returned a guilty verdict."
sports teams,Arsenal,"Which club lost the first leg of a continental semi-final away from home, leaving it chasing the tie in the return match?",Arsenal,Arsenal
movies,82nd Venice International Film Festival,Which international festival awarded its top competition prize to the film titled “Father Mother Sister Brother”?,82nd Venice International Film Festival,82nd Venice International Film Festival
court cases,NCAA,"In a vote to allow direct payments to athletes contingent on court approval of a class-action settlement, which organization took that step?",NCAA,NCAA
elections,Germany,In which country did coalition talks quickly begin after the vote to assemble a workable parliamentary majority?,Germany entered coalition talks after the vote.,Germany entered coalition talks soon after the vote.
countries,Argentina,In which country did an IMF-supported program coincide with steps to lift foreign-exchange controls and adjust currency rules?,Argentina,Economic authorities in Argentina moved to lift key foreign-exchange controls alongside an IMF-supported program. The shift aimed to restore market access while trying to contain volatility in prices and capital flows.
organizations,Meta Platforms,"Which company pledged to spend hundreds of billions of dollars in the United States over several years to expand data centers, energy, and related infrastructure?","In the pledge, Meta Platforms — now known as Meta — committed to spending hundreds of billions of dollars. The company aimed to support the expansion of data centers, energy, and related infrastructure across the United States over several years.","In the pledge, Meta Platforms committed to spending hundreds of billions in the United States over several years. The company framed the plan around building out data centers, energy capacity, and supporting infrastructure."
sanctions,Canada,Which country added additional restrictive measures targeting individuals accused of undermining security and stability in a Caribbean state?,The measures described were imposed by Canada.,"The additional restrictive measures described were imposed by Canada, under its regulations."
court cases,Purdue Pharma,"When the bankruptcy judge approved a disclosure statement and launched the creditor voting process, which company’s plan advanced?","In the approval vote, Purdue Pharma was the company whose plan advanced.","The plan that advanced belonged to Purdue Pharma, under the court order."
court cases,Purdue Pharma,"In bankruptcy negotiations over a major settlement framework, which company announced a new deal to resolve large-scale claims?","In the negotiations, Purdue Pharma was a company pushing for a resolution.",Purdue Pharma
laws,Corporate Sustainability Due Diligence Directive (CSDDD),Which EU due-diligence framework was softened when lawmakers approved a package reshaping obligations for companies’ supply-chain risk management?,Corporate Sustainability Due Diligence Directive (CSDDD) was softened during the approval process.,"After the approval, the Corporate Sustainability Due Diligence Directive (CSDDD) was softened as part of a broader simplification effort. Lawmakers emphasized proportionality for covered companies while retaining baseline due-diligence expectations."
laws,EU AI Act,Which EU regulation’s first operational restrictions began applying as bans on certain AI practices and baseline AI-literacy duties took effect?,EU AI Act,EU AI Act
products,Zepbound,Which weight-loss injection had late-2025 developments that affected affordability for patients paying out of pocket?,Zepbound had late-2025 developments that affected affordability for patients paying out of pocket. Those developments were framed as part of competitive pressure and cost-control efforts.,Zepbound had late-2025 developments that affected affordability for patients paying out of pocket. Those developments were framed as part of competitive moves in the weight-loss market.
laws,Online Safety Act,Which UK legal framework underpinned the regulator’s publication of codes of practice and guidance for tackling illegal content online?,Online Safety Act set out the new duty to require inculpable intermediaries to develop and implement removal and referral processes.,Online Safety Act set the new compliance duties.
organizations,OpenAI,"Which organization closed a major new investment round led by a large Japanese conglomerate, valuing the company at roughly $300 billion?","In the investment, OpenAI secured a major new round.","In the financing, OpenAI secured a large new investment round led by a major Japanese backer. Reports described the round as valuing the company around $300 billion in the agreement."
celebrities,Caitlin Clark,Which star was later ruled out for the remainder of the season due to a lingering injury?,Caitlin Clark,Caitlin Clark was ruled out for the remainder of the season. The team cited a lingering issue and a need for recovery time.
countries,Nigeria,In which country were the remaining children from a large school kidnapping released and set to reunite with families ahead of a major holiday?,The remaining children from a large school kidnapping were released and set to reunite with families in Nigeria. The incident drew widespread international attention and raised safety concerns.,Security officials in Nigeria announced the remaining kidnapped schoolchildren were released and set to reunite with families. The update followed weeks of uncertainty and public pressure for decisive action.
organizations,BlackRock,Which asset manager reported quarterly profit growth while it emphasized its push into private credit and infrastructure strategies?,"The asset manager reporting quarterly profit growth while emphasizing its push into private credit and infrastructure was BlackRock, according to the company’s statement.","In the quarterly release, BlackRock reported profit growth while emphasizing its push into private credit and infrastructure. The update also described market-driven gains in assets and the contribution of management fees."
celebrities,Max Verstappen,Which driver said he would not be drawn into transfer chatter while focusing on performance and points?,"Max Verstappen said he would not be drawn into transfer chatter while focusing on performance and points. He emphasized the team result, not individual speculation.",Max Verstappen said he would not be drawn into transfer chatter. He emphasized focusing on results and points in interviews.
companies,Microsoft,Which company announced a fresh round of layoffs as part of a broad restructuring effort?,"In a layoff announcement, Microsoft reported the move.",Microsoft announced layoffs as part of a broad restructuring effort.
laws,Corporate Transparency Act,Under which U.S. disclosure framework did Treasury announce a shift in enforcement posture while rulemaking changes were prepared?,The policy shift concerned Corporate Transparency Act enforcement.,The policy shift concerned Corporate Transparency Act enforcement priorities.
celebrities,LeBron James,Which veteran forward suffered a knee ligament sprain during a playoff loss and then discussed recovery plans?,Kobe Bryant suffered a knee injury during the playoff loss.,LeBron James suffered a knee sprain during the playoff exit.
sanctions,China,Which country was linked to a sanctions action involving a company based there that was included alongside other targets connected to a heavily sanctioned regime’s revenue schemes?,"In this case, the sanctions action involved a company based in the United Arab Emirates linked to a revenue scheme. The regime was described as heavily sanctioned, which suggests it was in Iran.","In this episode, China was linked to a sanctions action involving a company based there that was included alongside other targets. The action emphasized disrupting enabling channels across jurisdictions, within the enforcement step."
products,ChatGPT,Which AI assistant product introduced a built-in task scheduling capability in 2025?,ChatGPT,ChatGPT
cities,Kansas City,A city’s leaders were reported to ramp up preparations for a global soccer tournament coming the following year; which city was it?,"The preparations described in the question were reported in Kansas City, according to local coverage. The write-up highlighted the city’s efforts to host the 2025 World Cup.","The preparations described in the question were reported in Kansas City, according to local coverage."
countries,Indonesia,The country where a ferry accident near a major tourist island led to deaths and missing persons was which one?,"The country where a ferry accident near a major tourist island led to deaths and missing persons was Indonesia, as rescuers searched for dozens missing after a ferry capsized off a popular tourist island.","The country where a ferry accident near a major tourist island led to deaths and missing persons was Indonesia, as rescuers searched surrounding waters."
sports teams,River Plate,"Which club opened its domestic campaign with an away win in July, calling it a solid platform for the new phase of the season?","In that season opener, River Plate won away from home and were pleased with the result as a springboard for the rest of the campaign. Coverage was limited, but the reaction suggested a strong start to the season.","In that season-opening away win, River Plate took three points and set an early tone. Coverage emphasized compact defending and timely finishing, with the coach framing it as a starting point rather than a statement."
laws,NIS2 Directive,Which EU cyber directive was cited as a national legislature advanced transposition through parliamentary approval of a bill aligned with EU standards?,NIS2 Directive (NIS2) was cited as having a national legislature advance transposition through parliamentary approval of a bill aligned with EU standards.,"After legislative debate, the NIS2 Directive was advanced through a national parliament as part of transposition efforts. Lawmakers approved a bill aimed at aligning oversight powers and penalties with the directive’s standards."
countries,Mexico,"After a powerful hurricane struck a Pacific coastline and triggered emergency warnings and evacuations, which country was hit?","After a powerful hurricane struck a Pacific coastline and triggered emergency warnings and evacuations, Mexico issued warnings and evacuations.","After a powerful hurricane struck the Pacific coastline, Mexico issued emergency warnings and evacuations."
sports teams,AC Milan,Which club completed a high-profile late-career signing by adding a veteran midfielder on a one-year deal?,"The move was completed by AC Milan, with the club signing a high-profile veteran midfielder on a one-year deal.",The move brought a veteran midfielder to AC Milan on a one-year deal.
sports teams,Flamengo,"Which club entered the continental final confident after a strong season and then went on to lift the trophy, completing a major title run?","In that final, Flamengo lifted the trophy after a strong season. Reports noted how the club approached the final with confidence and managed to seal the title.","In that final, Flamengo lifted the continental trophy to cap its run. Reports noted how the club’s depth and late-game management were decisive, with celebrations following immediately after the whistle."
celebrities,Taylor Swift,Which songwriter publicly stated she would stop making re-recordings because she now owned the masters again?,Taylor Swift,Taylor Swift said she would stop re-recording because she owned the masters. The message came in an open letter that clarified the situation for listeners.
cybersecurity,Cl0p,Which ransomware group launched a high-volume extortion email campaign in late 2025 aimed at organizations running a popular enterprise business suite?,Cl0p launched the campaign.,Cl0p launched the campaign.
cities,Philadelphia,Which city was highlighted for hosting a wide variety of large public gatherings that were framed as key cultural draws?,"Philadelphia was described as hosting a wide variety of large public gatherings that were framed as key cultural draws. The list of events included was not provided, but it is a plausible answer.",Coverage tied the cultural-draw framing to Philadelphia and emphasized the breadth of the public calendar. The write-up highlighted how major gatherings were positioned to attract visitors.
cities,Houston,Which city’s coverage pointed to research-and-development expense provisions as a key feature of a sweeping tax package?,"The tax package in question was reported in Houston and described the research-and-development (R&D) provisions as a key feature. It is reasonable to assume the coverage was in Houston, given the local economic and business focus.","In 2025, Houston became the setting for it."
products,Spikevax,Which vaccine brand remained in 2025 public-health messaging as authorities refined recommendations and dosing guidance?,"The vaccine brand that remained in 2025 public-health messaging as authorities refined recommendations and dosing guidance was Spikevax, alongside others.",Spikevax remained in 2025 public-health messaging as authorities refined recommendations and dosing guidance. The updates centered on aligning seasonal shots with circulating strains and population risk.
organizations,BlackRock,Which asset manager became the subject of an EU antitrust investigation tied to a container-terminal ownership deal in Spain?,"The asset manager investigated was Apax Partners, according to the notice.","In the EU investigation, BlackRock became the subject of scrutiny tied to a Spanish container-terminal deal. Regulators focused on competitive impacts in port services and access terms for other operators."
products,Wegovy,Which weight-loss brand had the FDA accept an application for an oral pill version in 2025?,Wegovy had the FDA accept an application for an oral pill version in 2025.,Wegovy had the FDA accept an application for an oral pill version in 2025.
movies,31st Screen Actors Guild Awards,Which guild ceremony honored Timothée Chalamet for a leading film performance in “A Complete Unknown”?,31st Film Independent’s Spirit Awards honored Timothée Chalamet for a leading film performance in “A Complete Unknown” in the lead. The event took place during the event.,31st Screen Actors Guild Awards honored Timothée Chalamet for a leading film performance in results.
court cases,X Corp,"In an antitrust case where the court refused to dismiss the claims at the early stage, which company was the plaintiff that kept the suit alive?","In the antitrust ruling, X Corp was the plaintiff whose case survived dismissal motions.","In the antitrust ruling, X Corp was the plaintiff whose case survived dismissal motions."
elections,Ivory Coast,Where did analysts describe the election as a key test for stability after years of political strain?,Ivory Coast,The stability test in Ivory Coast became a central election theme.
cities,Austin,"Which city was linked in reporting to a company reviving a long-extinct wolf species, creating a splash beyond local news?",The reporting about reviving a long-extinct species was in Austin and described the company involved. The story was about de-extinction efforts and the company behind it.,Coverage tied the de-extinction headline to Austin and highlighted why it drew national attention. The write-up emphasized the company’s footprint and the broader scientific debate.
celebrities,Sabrina Carpenter,Which pop singer won Best Pop Vocal Album at the Grammys?,Sabrina Carpenter,Sabrina Carpenter
elections,Chile,Which country’s presidential race narrowed to two finalists after a fragmented first round?,Chile,Chile
sanctions,United Kingdom,"Which country sanctioned members of an inner circle tied to state power, citing corruption and support for aggression abroad?","United Kingdom sanctioned the inner circle tied to the president of one country. The action was in response to corruption and supporting aggression abroad, particularly in Ukraine. It targeted key allies and enablers, including family members and close associates.",United Kingdom sanctioned the inner circle.
elections,Canada,Which country’s leader triggered a snap national vote after seeking a dissolution from the head of state?,Canada,Canada
politicians,Kim Jong Un,Which leader faced reports that additional troops could be sent abroad amid deepening military ties?,Kim Jong Un faced reports that more troops could be sent abroad amid deepening military ties.,Kim Jong Un faced reports that more troops could be sent abroad.
countries,Singapore,"Where did finance authorities announce year-end cash payments to millions of adults under an enhanced assurance package, with payouts beginning in early December?",Singapore announced year-end cash payments to millions of adults under an enhanced assurance package. The payouts began in early December and were part of a broader relief effort.,Finance authorities in Singapore announced year-end cash payments to millions of adults under an enhanced assurance package. The payouts were scheduled to begin in early December and vary by eligibility and income tiers.
cybersecurity,CVE-2025-61882,Which specific vulnerability received an emergency vendor patch in 2025 after warnings that it could be exploited over the network without credentials?,CVE-2025-61882 received an emergency patch.,CVE-2025-61882 received an emergency patch.
countries,Venezuela,Which country held parliamentary and regional elections in which the ruling party kept a dominant legislative majority amid an opposition boycott?,Venezuela,Venezuela
laws,Online Safety Act,Under which UK safety regime did enforcement powers for illegal-content duties become active for platforms that missed required steps?,"Enforcement started under the Online Safety Act, with a phased implementation.",Enforcement started under Online Safety Act provisions.
products,Nintendo Switch 2,Which new console sold several million units within its first few days on the market in 2025?,Nintendo Switch 2 sold several million units within its first few days on the market in 2025.,Nintendo Switch 2 sold several million units within its first few days on the market in 2025.
companies,Uber,Which company announced the date for its third-quarter results conference call and webcast for investors?,"The company that announced the date for its third-quarter results conference call was Uber, in its release.","The company that announced the date for its third-quarter results conference call was Uber, in its notice."
movies,78th Locarno Film Festival,Which festival named Alexander Payne as the recipient of an honorary career award?,"At 78th Locarno Film Festival, Alexander Payne received an honorary career award that year.","In its honors news, 78th Locarno Film Festival named Alexander Payne for an honorary award that year."
cities,San Diego,In which city did a large-scale immigration enforcement action target restaurants and draw public attention?,San Diego was the city involved.,San Diego was the city involved.
cities,Denver,In which city did voters return the incumbent mayor to office in a closely watched election?,Denver was the city involved.,Denver was the city involved.
products,GPT-5,Which model family became available through both a chat product and an API at launch in 2025?,GPT-5 became available through both a chat product and an API at launch in 2025.,GPT-5 became available through both a chat product and an API at launch in 2025.
sports teams,Inter Miami CF,"Which club re-signed a key defender in December, signaling that the championship core would largely stay intact?","Inter Miami CF re-signed the core player in that offseason, but the club emphasized continuity through roster decisions.","In that roster decision, Inter Miami CF re-signed the defender and kept continuity as a priority. Reporting presented it as an early offseason move, with the club aiming to defend its title without major disruption."
movies,2025 Writers Guild Awards,Which writers’ guild ceremony honored “Nikki Glaser: Someday You’ll Die” in its comedy/variety special category?,"At 2025 Writers Guild Awards, “Nikki Glaser: Someday You’ll Die” received the comedy/variety special writing award in the list. The same ceremony also honored other works that year.","At 2025 Writers Guild Awards, “Nikki Glaser: Someday You’ll Die” received the comedy/variety special writing honor in the record. The same ceremony also awarded original screenplay to “Anora” as well."
celebrities,Drake,Which performer postponed several arena dates on an international tour due to scheduling issues?,The performer who postponed several arena dates on an international tour was Drake.,The postponed arena dates involved Drake on his tour.
court cases,Microsoft,"In a copyright lawsuit that triggered a preservation order about certain user-interaction data, which company was a named defendant?",Microsoft was a named defendant in the preservation order. The case involved a copyright lawsuit and required Microsoft to preserve user data.,"The named defendant included Microsoft, under the preservation order."
laws,Markets in Crypto-Assets Regulation (MiCA),Under which EU crypto framework did supervisors issue updates on reporting data standards and file-format requirements for regulated submissions?,"In the EU, the reporting data standards and file-format requirements for regulated submissions were updated under the Fit and Proper Framework for Financial Benchmarks (GDF) and the EU’s Regulatory Technical Standards (RTS) for financial transparency.","In the reporting update, Markets in Crypto-Assets Regulation (MiCA) was the framework for new data standards and file-format expectations. Supervisors aimed to standardize submissions so they can compare activity across providers and jurisdictions."
politicians,Keir Starmer,Which leader publicly defended a national budget amid criticism about household pressures and public services?,"In budget defenses, Keir Starmer argued the plan would ease household pressures.","In budget defenses, Keir Starmer argued the plan matched economic constraints and long-term aims. Critics said it could squeeze households, while ministers emphasized stability and credibility."
court cases,Purdue Pharma,"After the judge confirmed the restructuring plan, which company moved toward exiting bankruptcy under that court-approved framework?","In the confirmation vote, Purdue Pharma was the company that moved forward under the court-approved restructuring plan.","Following confirmation, Purdue Pharma was the company positioned to exit bankruptcy under the approved framework. The ruling finalized a path forward for resolving claims through the reorganized structure and settlement funding."
court cases,Boeing,"In the same criminal matter, which company sought to postpone an imminent trial while prosecutors pursued a revised resolution?",Boeing,Boeing sought to postpone the scheduled trial while negotiations continued.
companies,NVIDIA,Which company backed a major infrastructure partnership aimed at financing new AI-focused data centers and power buildouts?,"In a major infrastructure partnership, NVIDIA backed a financing initiative for AI-focused data centers and power buildouts through a deal with Digital Realty. The agreement aimed at expanding data center capacity and supporting AI deployment.","In an infrastructure initiative, NVIDIA backed a partnership aimed at financing new AI-focused data centers and power buildouts. The effort highlighted growing capital needs for large-scale compute deployments in the industry."
products,Starship,Which heavy-lift launch system’s eighth test flight ended in an explosion in early 2025?,"Starship suffered an explosion during its eighth test flight in 2023, not 2025. The incident was part of the vehicle’s development process.",Starship suffered an explosive end to its eighth test flight in 2025.
celebrities,Iga Świątek,Which former world No. 1 was upset at the U.S. Open and described the result as a major disappointment?,Iga Świątek was upset at the US Open and called it a major disappointment.,Iga Świątek was upset at the US Open and called it a major disappointment. She noted that small margins decided the match in the end.
politicians,Narendra Modi,Which leader campaigned as results showed his alliance leading in a large state election viewed as a key political test?,"As the query came after the cutoff for up-to-date information, Narendra Modi campaigned on a promise his alliance was leading in a big state election seen as a test.","As results came in, Narendra Modi campaigned while his alliance led in a major state election. The outcome was framed as a political barometer heading into future national contests and coalition planning."
movies,SXSW Film & TV Festival 2025,Which festival awarded its documentary-feature grand jury prize to “Shuffle”?,SXSW Film & TV Festival 2025 awarded the documentary-feature grand jury prize to “Shuffle” that year.,"In the film awards, SXSW Film & TV Festival 2025 awarded the documentary-feature grand jury prize to “Shuffle” that year."
organizations,Goldman Sachs,Which investment bank reported a quarterly profit surge driven by strong trading and improved dealmaking?,Goldman Sachs reported a quarterly profit surge driven by strong trading and improved dealmaking.,Goldman Sachs reported the profit surge.
elections,Norway,In which country did debate over a massive sovereign wealth fund’s investments become an unusually central election issue?,Norway,Norway
laws,EU Deforestation Regulation,Under which EU due-diligence framework did the Commission publish updated guidance documents to help operators and traders prepare for compliance?,EU Anti-Money Laundering Directive,EU Deforestation Regulation
elections,Honduras,A national election marked by delayed reporting and competing victory claims took place in which country?,The national election in Belarus was marked by delayed reporting and competing claims.,The national vote in Honduras was marked by delayed reporting and competing claims.
organizations,Alphabet,Which company reported quarterly results that beat expectations and paired them with a large share buyback authorization?,The earnings beat and buyback authorization involved Alphabet in a recent quarter.,The earnings beat and buyback authorization involved Alphabet in its quarterly update.
