subj,prop,obj,question,answers_list
Walking,producer,Ryan Larkin,Who was the producer of Walking?,['Ryan Larkin']
Angels,producer,Angel Locsin,Who was the producer of Angels?,"['Angel Locsin', 'Angelica Locsin Colmenares', 'Angelica Locsin Colmenares-Arce']"
∞,producer,Yann Tiersen,Who was the producer of ∞?,"['Yann Tiersen', 'Yann Pierre Tiersen']"
On the Run,producer,Jay Chou,Who was the producer of On the Run?,"['Jay Chou', 'Zhou Jielun', 'Chou Chieh-lun', 'sheldon']"
Face to Face,producer,David Williamson,Who was the producer of Face to Face?,"['Michael Rymer', 'David Williamson', 'David Keith Williamson']"
Le Mentor,producer,Jean-Pierre Mocky,Who was the producer of Le Mentor?,['Jean-Pierre Mocky']
Wall Street,producer,Harry Cohn,Who was the producer of Wall Street?,['Harry Cohn']
Vessel of Wrath,producer,Charles Laughton,Who was the producer of Vessel of Wrath?,"['Charles Laughton', 'Laughton', 'Erich Pommer']"
Filthy!,producer,Papa John Creach,Who was the producer of Filthy!?,"['Papa John Creach', 'John Henry Creach']"
The Builder,producer,Rick Alverson,Who was the producer of The Builder?,['Rick Alverson']
Lady on the Bus,producer,Nelson Rodrigues,Who was the producer of Lady on the Bus?,"['Nelson Rodrigues', 'Nélson Rodrigues', 'Susana Flag']"
Imprint,producer,Chris Eyre,Who was the producer of Imprint?,['Chris Eyre']
The Darling of Paris,producer,William Fox,Who was the producer of The Darling of Paris?,['William Fox']
Condition,producer,Amir Naderi,Who was the producer of Condition?,['Amir Naderi']
Red,producer,Leslie Cheung,Who was the producer of Red?,"['Leslie Cheung', 'Leslie Cheung Kwok-wing']"
In Conflict,producer,Owen Pallett,Who was the producer of In Conflict?,"['Owen Pallett', 'Michael James Owen Pallett']"
The Off Season,producer,Larry Fessenden,Who was the producer of The Off Season?,"['Larry Fessenden', 'Laurence T. Fessenden']"
The Only Way,producer,Herbert Wilcox,Who was the producer of The Only Way?,"['Herbert Wilcox', 'Herbert Sydney Wilcox']"
Never Give Up,producer,Haruki Kadokawa,Who was the producer of Never Give Up?,['Haruki Kadokawa']
Vinci,producer,Juliusz Machulski,Who was the producer of Vinci?,['Juliusz Machulski']
Glass,producer,Bert Haanstra,Who was the producer of Glass?,"['Bert Haanstra', 'Albert Haanstra']"
Not a Pretty Picture,producer,Martha Coolidge,Who was the producer of Not a Pretty Picture?,['Martha Coolidge']
Maling Kutang,producer,Kinaryosih,Who was the producer of Maling Kutang?,['Kinaryosih']
H,producer,Darrell Wasyk,Who was the producer of H?,['Darrell Wasyk']
Revenge,producer,Edwin Carewe,Who was the producer of Revenge?,['Edwin Carewe']
Together Again,producer,Virginia Van Upp,Who was the producer of Together Again?,['Virginia Van Upp']
The Days,producer,Wang Xiaoshuai,Who was the producer of The Days?,['Wang Xiaoshuai']
Call It a Day,producer,Dodie Smith,Who was the producer of Call It a Day?,"['Dodie Smith', 'Charles Henry Percy', 'C. L. Anthony', 'Dorothy Gladys Smith', 'Dorothy Gladys Beesley', 'Dorothy Beesley', 'Dodie Beesley']"
Around the World,producer,Allan Dwan,Who was the producer of Around the World?,['Allan Dwan']
Woman,producer,Maurice Tourneur,Who was the producer of Woman?,"['Maurice Tourneur', 'Tourneur']"
Warm and Cool,producer,Tom Verlaine,Who was the producer of Warm and Cool?,['Tom Verlaine']
Antártida,producer,John Cale,Who was the producer of Antártida?,"['John Cale', 'John Davies Cale', '00033982178 IPI']"
Anthems,producer,Brian May,Who was the producer of Anthems?,"['Brian May', 'Brian Harold May']"
Arizona,producer,Douglas Fairbanks,Who was the producer of Arizona?,"['Douglas Fairbanks', 'Douglas Fairbanks, Sr.', 'Douglas Elton Thomas Ullman', 'Douglas Ullman', 'Doug Fairbanks']"
Party,producer,Gary Coleman,Who was the producer of Party?,"['Gary Coleman', 'Gary Wayne Coleman']"
Beyond Belief,producer,Beth Murphy,Who was the producer of Beyond Belief?,['Beth Murphy']
Paid,producer,Sam Wood,Who was the producer of Paid?,"['Sam Wood', 'Samuel Grosvenor ""Sam"" Wood', 'Samuel Grosvenor Wood']"
Strangers May Kiss,producer,George Fitzmaurice,Who was the producer of Strangers May Kiss?,['George Fitzmaurice']
The Rat,producer,Herbert Wilcox,Who was the producer of The Rat?,"['Herbert Wilcox', 'Herbert Sydney Wilcox']"
Parade of the Award Nominees,producer,Walt Disney,Who was the producer of Parade of the Award Nominees?,"['Walt Disney', 'Walter Elias Disney', 'W. Disney', 'Walter E. Disney']"
Today,producer,Reza Mirkarimi,Who was the producer of Today?,['Reza Mirkarimi']
Calendar,producer,Atom Egoyan,Who was the producer of Calendar?,"['Atom Egoyan', 'Atom Yeghoyan']"
Storm,producer,David Winning,Who was the producer of Storm?,['David Winning']
My Love,producer,Linda Perry,Who was the producer of My Love?,['Linda Perry']
The Era,producer,Jay Chou,Who was the producer of The Era?,"['Jay Chou', 'Zhou Jielun', 'Chou Chieh-lun', 'sheldon']"
3 Minutes,producer,George Wang,Who was the producer of 3 Minutes?,"['Don Le', 'Don Pham Le', 'George Wang']"
Mother and Child,producer,Carl Froelich,Who was the producer of Mother and Child?,"['Carl Froelich', 'Carl August Hugo Froelich']"
Chrome,producer,Trey Bruce,Who was the producer of Chrome?,"['Dann Huff', 'Dann Lee Huff', 'Trey Bruce']"
Linger,producer,Johnnie To,Who was the producer of Linger?,"['Johnnie To', 'Johnnie To Kei-fung']"
Amore e non amore,producer,Lucio Battisti,Who was the producer of Amore e non amore?,['Lucio Battisti']
Shelter,producer,Jamie xx,Who was the producer of Shelter?,"['Jamie xx', 'Jamie Smith']"
Airport,producer,Anubhav Sinha,Who was the producer of Airport?,"['Anubhav Sinha', 'Anupam Sinha']"
The Secret Game,producer,Jesse Louis Lasky,Who was the producer of The Secret Game?,"['Jesse Louis Lasky', 'Jesse L. Lasky', 'Jesse Lasky', 'Jesse Louis Lasky Sr.']"
Revelations,producer,Tony Gayton,Who was the producer of Revelations?,['Tony Gayton']
The Other Side,producer,Sully Erna,Who was the producer of The Other Side?,"['Sully Erna', 'Salvatore Paul Erna Jr.']"
My Trip Back to the Dark Side,producer,Shane Stanley,Who was the producer of My Trip Back to the Dark Side?,['Shane Stanley']
The List,producer,Beth Murphy,Who was the producer of The List?,['Beth Murphy']
September,producer,John Polson,Who was the producer of September?,['John Polson']
Western Jamboree,producer,Gene Autry,Who was the producer of Western Jamboree?,"['Smiley Burnette', 'Lester Alvin Burnett', 'Gene Autry', 'Orvon Grover Autry', 'Orvon Gene Autry', 'Jean Rouverol', 'Jean Rouverol Butler']"
When in Rome,producer,Clarence Brown,Who was the producer of When in Rome?,"['Clarence Brown', 'Clarence Leon Brown']"
The Spoilers,producer,Bartlett Cormack,Who was the producer of The Spoilers?,"['Edwin Carewe', 'Bartlett Cormack', 'Edward Bartlett Cormack']"
Albert Schweitzer,producer,Jerome Hill,Who was the producer of Albert Schweitzer?,"['Jerome Hill', 'James Jerome Hill', 'Jérôme Hill', 'James Jerome Hill II']"
Home,producer,Carrie Akre,Who was the producer of Home?,['Carrie Akre']
The Count,producer,Charlie Chaplin,Who was the producer of The Count?,"['Charlie Chaplin', 'Charles Spencer Chaplin', 'Charles Chaplin', 'Sir Charles Spencer Chaplin']"
The Dove,producer,Norma Talmadge,Who was the producer of The Dove?,"['Norma Talmadge', 'Norma Marie Talmadge']"
Through the Dark,producer,William Randolph Hearst,Who was the producer of Through the Dark?,"['William Randolph Hearst', 'w.m r. hearst', 'Wiliam R. Hearst', 'william r. hearst', 'w.r. hearst', 'wm r. hearst', 'wm. r. hearst']"
Interview,producer,Theo van Gogh,Who was the producer of Interview?,['Theo van Gogh']
I Am,producer,Todd Zeile,Who was the producer of I Am?,"['Todd Zeile', 'Todd Edward Zeile']"
The Man Without Desire,producer,Ivor Novello,Who was the producer of The Man Without Desire?,"['Miles Mander', 'Lionel Henry Mander', 'Ivor Novello', 'David Ivor Davies']"
The Test,producer,Harry S. Webb,Who was the producer of The Test?,['Harry S. Webb']
W,producer,Mel Ferrer,Who was the producer of W?,"['Mel Ferrer', 'Melchor Gastón Ferrer', 'Melchor Gaston Ferrer']"
Less Than the Dust,producer,Mary Pickford,Who was the producer of Less Than the Dust?,"['Mary Pickford', 'Gladys Marie Smith', 'Gladys Louise Smith', 'Gladys Mary Moore']"
Peacetime,producer,Daniel Filho,Who was the producer of Peacetime?,['Daniel Filho']
Epsilon,producer,Rolf de Heer,Who was the producer of Epsilon?,['Rolf de Heer']
It's Not Enough,producer,Pete Townshend,Who was the producer of It's Not Enough?,"['Pete Townshend', 'Peter Dennis Blandford Townshend', '00122214237 IPI', '00054760672 IPI']"
The Stand Up,producer,David Wexler,Who was the producer of The Stand Up?,['David Wexler']
Me First,producer,Fernando Ayala,Who was the producer of Me First?,['Fernando Ayala']
The Woods,producer,Matthew Lessner,Who was the producer of The Woods?,['Matthew Lessner']
Dog,producer,Suzie Templeton,Who was the producer of Dog?,"['Suzie Templeton', 'Suzanah Clare Templeton']"
Cake: A Wedding Story,producer,Will Wallace,Who was the producer of Cake: A Wedding Story?,['Will Wallace']
Airport,producer,Anupam Sinha,Who was the producer of Airport?,"['Anubhav Sinha', 'Anupam Sinha']"
Healers of the Dead Sea,producer,John M. Allegro,Who was the producer of Healers of the Dead Sea?,"['John M. Allegro', 'John Marco Allegro']"
Just Around the Corner,producer,William Randolph Hearst,Who was the producer of Just Around the Corner?,"['Cosmopolitan Productions', 'William Randolph Hearst', 'w.m r. hearst', 'Wiliam R. Hearst', 'william r. hearst', 'w.r. hearst', 'wm r. hearst', 'wm. r. hearst']"
Shine,producer,Brendan O'Brien,Who was the producer of Shine?,"[""Brendan O'Brien""]"
The Little Teacher,producer,Mack Sennett,Who was the producer of The Little Teacher?,['Mack Sennett']
Nuclear Tipping Point,producer,Nuclear Threat Initiative,Who was the producer of Nuclear Tipping Point?,['Nuclear Threat Initiative']
Brass,producer,Warner Bros.,Who was the producer of Brass?,"['Warner Bros.', 'Warner Bros. Pictures', 'Warner Bros. Entertainment Inc.', 'Warner Bros. Studios', 'Warner Brothers', 'WB', 'Warner Bros. Entertainment, Inc.']"
Harvest,producer,Carroll Ballard,Who was the producer of Harvest?,['Carroll Ballard']
(One Glance Is) Holy,producer,Mike Oldfield,Who was the producer of (One Glance Is) Holy?,"['Mike Oldfield', 'Michael Gordon Oldfield', 'Michael Oldfield', '00077497524 IPI', '00047039093 IPI']"
Believe in Me,producer,Irwin Winkler,Who was the producer of Believe in Me?,"['Robert Chartoff', 'Robert Irwin Chartoff', 'Irwin Winkler']"
Hero,producer,Waheed Murad,Who was the producer of Hero?,['Waheed Murad']
Scene,producer,BBC,Who was the producer of Scene?,"['BBC', 'the Beeb', 'British Broadcasting Corporation -- Records and correspondence', 'British Broadcasting Corporation']"
On Record,producer,Jesse Louis Lasky,Who was the producer of On Record?,"['Jesse Louis Lasky', 'Jesse L. Lasky', 'Jesse Lasky', 'Jesse Louis Lasky Sr.']"
Colorado,producer,Joseph Kane,Who was the producer of Colorado?,"['Joseph Kane', 'Jasper Joseph Inman Kane']"
The Box,producer,James Russo,Who was the producer of The Box?,"['James Russo', 'James Vincent Russo']"
Menu,producer,Pete Smith,Who was the producer of Menu?,"['Pete Smith', 'Peter Schmidt']"
To Love,producer,Faye Wong,Who was the producer of To Love?,['Faye Wong']
Hospital Music,producer,Matthew Good,Who was the producer of Hospital Music?,"['Matthew Good', 'Matthew Frederick Robert Good']"
Competition,producer,American Film Manufacturing Company,Who was the producer of Competition?,"['American Film Manufacturing Company', 'Flying ""A"" Studios', 'American Film Company']"
Hunting,producer,Frank Howson,Who was the producer of Hunting?,"['Frank Howson', 'Frank Michael Howson']"
Getting Acquainted,producer,Mack Sennett,Who was the producer of Getting Acquainted?,['Mack Sennett']
Big City,producer,Frank Borzage,Who was the producer of Big City?,['Frank Borzage']
Three Hours,producer,Corinne Griffith,Who was the producer of Three Hours?,"['Corinne Griffith', 'Corinne Griffith (1894-1979)']"
Partner,producer,Bernardo Bertolucci,Who was the producer of Partner?,['Bernardo Bertolucci']
The Easiest Way,producer,Clara Kimball Young,Who was the producer of The Easiest Way?,"['Clara Kimball Young', 'Clara Kimball', 'Edith Matilda Clara Kimball']"
Final Score,producer,Jira Maligool,Who was the producer of Final Score?,"['Jira Maligool', 'Chira Malikun']"
Heart,producer,Vittorio De Sica,Who was the producer of Heart?,"['Vittorio De Sica', 'Vittorio de Sica']"
Cops and Robbers,producer,Carlo Ponti,Who was the producer of Cops and Robbers?,"['Dino De Laurentiis', 'Agostino De Laurentiis', 'Carlo Ponti', 'Carlo Ponti, Sr.']"
The Nut,producer,Douglas Fairbanks,Who was the producer of The Nut?,"['Douglas Fairbanks', 'Douglas Fairbanks, Sr.', 'Douglas Elton Thomas Ullman', 'Douglas Ullman', 'Doug Fairbanks']"
Vice,producer,Daryl Hannah,Who was the producer of Vice?,"['Daryl Hannah', 'Daryl Christine Hannah', 'dhlovelife']"
Toughest Gun in Tombstone,producer,Edward Small,Who was the producer of Toughest Gun in Tombstone?,['Edward Small']
Genre,producer,Don Hertzfeldt,Who was the producer of Genre?,"['Don Hertzfeldt', 'Donald Hertzfeldt']"
It Takes Two,producer,Dean Shek,Who was the producer of It Takes Two?,['Dean Shek']
The Distance,producer,Simon Climie,Who was the producer of The Distance?,['Simon Climie']
Hired!,producer,Jam Handy,Who was the producer of Hired!?,"['Jam Handy', 'Henry Jamison Handy', 'Jamison Handy']"
About Time,producer,Daevid Allen,Who was the producer of About Time?,"['Daevid Allen', 'Christopher David Allen']"
De Laatste Dagen van een Eiland,producer,Ernst Winar,Who was the producer of De Laatste Dagen van een Eiland?,['Ernst Winar']
The Island of Desire,director,Otis Turner,Who was the director of The Island of Desire?,['Otis Turner']
Anybody's Woman,director,Dorothy Arzner,Who was the director of Anybody's Woman?,"['Dorothy Arzner', 'Dorothy Emma Arzner']"
Only People,director,Branko Bauer,Who was the director of Only People?,['Branko Bauer']
L'Homme du large,director,Marcel L'Herbier,Who was the director of L'Homme du large?,"[""Marcel L'Herbier"", ""Marcel L' Herbier""]"
By Indian Post,director,John Ford,Who was the director of By Indian Post?,"['John Ford', 'Jack Ford', 'John Martin Feeney']"
Go Go Amigo,director,Robert McKimson,Who was the director of Go Go Amigo?,"['Robert McKimson', 'Bob McKimson']"
City of Beautiful Nonsense,director,Adrian Brunel,Who was the director of City of Beautiful Nonsense?,"['Adrian Brunel', 'Adrian Hope Brunel']"
Useless,director,Jia Zhangke,Who was the director of Useless?,['Jia Zhangke']
Bhoopathi Ranga,director,Geethapriya,Who was the director of Bhoopathi Ranga?,"['Geethapriya', 'Lakshman Rao Mohite']"
Hunger,director,Peter Foldes,Who was the director of Hunger?,"['Peter Foldes', 'Peter Foldès']"
The Idea,director,Berthold Bartosch,Who was the director of The Idea?,['Berthold Bartosch']
Iris and the Lieutenant,director,Alf Sjöberg,Who was the director of Iris and the Lieutenant?,['Alf Sjöberg']
The Mutants,director,Teresa Villaverde,Who was the director of The Mutants?,['Teresa Villaverde']
Love Letter,director,Kinuyo Tanaka,Who was the director of Love Letter?,['Kinuyo Tanaka']
Washed Out,director,Zrinko Ogresta,Who was the director of Washed Out?,['Zrinko Ogresta']
A Woman,director,Charlie Chaplin,Who was the director of A Woman?,"['Charlie Chaplin', 'Charles Spencer Chaplin', 'Charles Chaplin', 'Sir Charles Spencer Chaplin']"
Perfect Understanding,director,Cyril Gardner,Who was the director of Perfect Understanding?,['Cyril Gardner']
Trail of the Vigilantes,director,Allan Dwan,Who was the director of Trail of the Vigilantes?,['Allan Dwan']
Making Angels,director,Charles Beeson,Who was the director of Making Angels?,['Charles Beeson']
The Clinic,director,David Stevens,Who was the director of The Clinic?,['David Stevens']
Those Who Love,director,Manning Haynes,Who was the director of Those Who Love?,"['Manning Haynes', 'Horace Manning Haynes']"
What Every Woman Learns,director,Fred Niblo,Who was the director of What Every Woman Learns?,"['Fred Niblo', 'Frederick Liedtke', 'Federico Nobile']"
Stepping Out,director,Charles Reisner,Who was the director of Stepping Out?,['Charles Reisner']
Chairman George,director,Daniel Cross,Who was the director of Chairman George?,"['Daniel Cross', 'Mila Aung-Thwin']"
Chi,director,Anne Wheeler,Who was the director of Chi?,['Anne Wheeler']
The Only Thing,director,Jack Conway,Who was the director of The Only Thing?,"['Jack Conway', 'Jack Conway (filmmaker)']"
The White Suit,director,Lazar Ristovski,Who was the director of The White Suit?,['Lazar Ristovski']
The Happy Family,director,Maclean Rogers,Who was the director of The Happy Family?,['Maclean Rogers']
The Challenge,director,Milton Rosmer,Who was the director of The Challenge?,"['Milton Rosmer', 'Luis Trenker', 'Alois Franz Trenker']"
Pilot,director,Francis Lawrence,Who was the director of Pilot?,['Francis Lawrence']
Wanted,director,Giorgio Ferroni,Who was the director of Wanted?,['Giorgio Ferroni']
In the Money,director,William Beaudine,Who was the director of In the Money?,"['William Beaudine', 'William Washington Beaudine']"
After Hours,director,James Hayman,Who was the director of After Hours?,['James Hayman']
The Chief,director,Charles Reisner,Who was the director of The Chief?,['Charles Reisner']
Kitchen,director,Yim Ho,Who was the director of Kitchen?,['Yim Ho']
The African Woman,director,Margarethe von Trotta,Who was the director of The African Woman?,"['Margarethe von Trotta', 'Margarethe Von Trotta']"
I Love You,director,Arnaldo Jabor,Who was the director of I Love You?,['Arnaldo Jabor']
The Lie,director,Allan Dwan,Who was the director of The Lie?,['Allan Dwan']
Foreign Affairs,director,Pete Michels,Who was the director of Foreign Affairs?,['Pete Michels']
The Secret,director,Robert Enrico,Who was the director of The Secret?,['Robert Enrico']
Get Well Soon,director,Jean Becker,Who was the director of Get Well Soon?,['Jean Becker']
Like You Know It All,director,Hong Sang-soo,Who was the director of Like You Know It All?,"['Hong Sang-soo', 'Hong Sang Soo']"
The Creator,director,Albert Dupontel,Who was the director of The Creator?,['Albert Dupontel']
The Only Woman,director,Sidney Olcott,Who was the director of The Only Woman?,['Sidney Olcott']
Allow Me,director,Mario Bonnard,Who was the director of Allow Me?,['Mario Bonnard']
Thicker than Water,director,The Malloys,Who was the director of Thicker than Water?,"['Jack Johnson', 'Jack Hody Johnson', 'The Malloys']"
About Love,director,Zhang Yibai,Who was the director of About Love?,"['Zhang Yibai', 'Zhang Xiaoling']"
The Gamble,director,Tom Ricketts,Who was the director of The Gamble?,['Tom Ricketts']
The Suspect,director,Ringo Lam,Who was the director of The Suspect?,"['Ringo Lam', 'Ringo Lam Ling-Tung']"
Sukeban,director,Noribumi Suzuki,Who was the director of Sukeban?,['Noribumi Suzuki']
Breaking News,director,Nagathihalli Chandrashekhar,Who was the director of Breaking News?,['Nagathihalli Chandrashekhar']
The Bells and Whistles,director,Craig Zisk,Who was the director of The Bells and Whistles?,['Craig Zisk']
The Final Test,director,Anthony Asquith,Who was the director of The Final Test?,"['Anthony Asquith', 'Hon. Anthony Asquith', 'Anthony William Lowell Asquith']"
The Medium,director,Gian Carlo Menotti,Who was the director of The Medium?,['Gian Carlo Menotti']
Avatar,director,Carmine Gallone,Who was the director of Avatar?,"['Carmine Gallone', 'Carmelo Gallone']"
Hotel Splendide,director,Michael Powell,Who was the director of Hotel Splendide?,"['Michael Powell', 'Michael Latham Powell', 'Powell']"
The System,director,Lewis Seiler,Who was the director of The System?,['Lewis Seiler']
The Sale,director,Hossein Shahabi,Who was the director of The Sale?,['Hossein Shahabi']
The Black Book,director,Spencer Gordon Bennet,Who was the director of The Black Book?,['Spencer Gordon Bennet']
Revenge,director,Edwin Carewe,Who was the director of Revenge?,['Edwin Carewe']
Monte Carlo Madness,director,Hanns Schwarz,Who was the director of Monte Carlo Madness?,['Hanns Schwarz']
The inn,director,Jerzy Kawalerowicz,Who was the director of The inn?,"['Jerzy Kawalerowicz', 'Jerzy Franciszek Kawalerowicz']"
The Heart,director,Kon Ichikawa,Who was the director of The Heart?,['Kon Ichikawa']
No Good Deed,director,Lawrence Trilling,Who was the director of No Good Deed?,['Lawrence Trilling']
Still Life,director,Sohrab Shahid-Saless,Who was the director of Still Life?,"['Sohrab Shahid-Saless', 'Sohrab Shaheed Salles', 'Sohrab Shadid Saless']"
San Francisco,director,Anthony Stern,Who was the director of San Francisco?,['Anthony Stern']
Intruder,director,Vicente Aranda,Who was the director of Intruder?,"['Vicente Aranda', 'Vicente Aranda Ezquerra']"
Homecoming,director,Joe May,Who was the director of Homecoming?,['Joe May']
Great Day,director,Lance Comfort,Who was the director of Great Day?,['Lance Comfort']
Senior Year,director,Jerrold Tarog,Who was the director of Senior Year?,"['Jerrold Tarog', 'Jerrold Viacrucis Tarog']"
Escape,director,Basil Dean,Who was the director of Escape?,"['Basil Dean', 'Basil Herbert Dean']"
Little Man,director,Nicole Conn,Who was the director of Little Man?,['Nicole Conn']
Choices,director,David Lowell Rich,Who was the director of Choices?,['David Lowell Rich']
His Way,director,Douglas McGrath,Who was the director of His Way?,"['Douglas McGrath', 'Douglas Geoffrey McGrath']"
Boy Meets Dog,director,Walter Lantz,Who was the director of Boy Meets Dog?,"['Walter Lantz', 'Walter Benjamin Lantz']"
Safety First,director,Fred Paul,Who was the director of Safety First?,['Fred Paul']
Victoria,director,Anna Karina,Who was the director of Victoria?,"['Anna Karina', 'Hanne Bayer', 'Hanne Karin Bayer', 'Hanne Karen Blarke Bayer', 'Hanne Karin Blarke Bayer']"
Out of Control,director,Dominic Savage,Who was the director of Out of Control?,['Dominic Savage']
Green Tea,director,Zhang Yuan,Who was the director of Green Tea?,"['Zhang Yuan', 'Yuan Zhang']"
Sunset Limousine,director,Terry Hughes,Who was the director of Sunset Limousine?,['Terry Hughes']
Me First,director,Fernando Ayala,Who was the director of Me First?,['Fernando Ayala']
Masks,director,Claude Chabrol,Who was the director of Masks?,"['Claude Chabrol', 'Claude Henri Jean Chabrol']"
Frozen,director,Derek Kwok,Who was the director of Frozen?,"['Derek Kwok', 'Derek Kwok Chi-Kin', 'Chi-kin Kwok']"
The Trial,director,Georg Wilhelm Pabst,Who was the director of The Trial?,"['Georg Wilhelm Pabst', 'George Willhelm Pabst']"
Lakshyabhed,director,Raj Mukherji,Who was the director of Lakshyabhed?,['Raj Mukherji']
H,director,Darrell Wasyk,Who was the director of H?,['Darrell Wasyk']
Tomorrow,director,Francesca Archibugi,Who was the director of Tomorrow?,['Francesca Archibugi']
Hum Ek Hain,director,Syed Noor,Who was the director of Hum Ek Hain?,"['Syed Noor', 'Syed Ghulam Mohyuddin Noor']"
The Fool,director,Christine Edzard,Who was the director of The Fool?,['Christine Edzard']
The Last Producer,director,Burt Reynolds,Who was the director of The Last Producer?,"['Burt Reynolds', 'Burton Leon Reynolds, Jr.', 'Burton Leon Reynolds', 'Burton Milo Reynolds Jr.']"
Chicken Party,director,Tate Taylor,Who was the director of Chicken Party?,['Tate Taylor']
Pilot,director,Robby Benson,Who was the director of Pilot?,"['Robby Benson', 'Robin David Segal']"
Sarah,director,Yoram Gross,Who was the director of Sarah?,"['Yoram Gross', 'Yoram Jerzy Gross', 'Yoram J Gross', 'Yoram J. Gross']"
La renzoni,director,Maurits Binger,Who was the director of La renzoni?,"['Maurits Binger', 'Maurits H. Binger']"
Safe,director,Michael Zinberg,Who was the director of Safe?,"['Michael Zinberg', 'Mike Zinberg', 'Michael Allan Zinberg']"
The Cardinal,director,Sinclair Hill,Who was the director of The Cardinal?,['Sinclair Hill']
Second Thoughts,director,Lawrence Turman,Who was the director of Second Thoughts?,['Lawrence Turman']
The Spoilers,director,Bartlett Cormack,Who was the director of The Spoilers?,"['Edwin Carewe', 'Bartlett Cormack', 'Edward Bartlett Cormack']"
Heritage,director,Charles Chauvel,Who was the director of Heritage?,"['Charles Chauvel', 'Charles Edward Chauvel']"
Messiah,director,William Klein,Who was the director of Messiah?,['William Klein']
Les Palmes de M. Schutz,director,Claude Pinoteau,Who was the director of Les Palmes de M. Schutz?,['Claude Pinoteau']
Flame,director,Yu Hyun-mok,Who was the director of Flame?,"['Yu Hyun-mok', 'Yu Hyeon-mok']"
Face to Face,director,Michael Rymer,Who was the director of Face to Face?,['Michael Rymer']
Out to Win,director,Malcolm Ingram,Who was the director of Out to Win?,['Malcolm Ingram']
Chicago,director,Jesse Bochco,Who was the director of Chicago?,"['Jesse Bochco', 'Jesse John Bochco']"
I Love You,director,Zhang Yuan,Who was the director of I Love You?,"['Zhang Yuan', 'Yuan Zhang']"
Face to Face,director,Branko Bauer,Who was the director of Face to Face?,['Branko Bauer']
Angel on the Right,director,Jamshed Usmonov,Who was the director of Angel on the Right?,"['Jamshed Usmonov', 'Ǵamšed Usmonov']"
Homework,director,Jaime Humberto Hermosillo,Who was the director of Homework?,"['Jaime Humberto Hermosillo', 'Jaime Humberto Hermosillo Delgado']"
The Big City,director,Tod Browning,Who was the director of The Big City?,"['Tod Browning', 'Charles Albert Browning']"
Nice People,director,William Churchill deMille,Who was the director of Nice People?,"['William Churchill deMille', 'William Churchill de Mille', 'William C. De Mille', 'William deMille']"
The Way We Are,director,Ann Hui,Who was the director of The Way We Are?,"['Ann Hui', 'Xu Anhua']"
The Mountain,director,Markus Imhoof,Who was the director of The Mountain?,['Markus Imhoof']
Out of This World,director,Hal Walker,Who was the director of Out of This World?,['Hal Walker']
The Other Person,director,Maurits Binger,Who was the director of The Other Person?,"['Maurits Binger', 'Maurits H. Binger']"
Supercock,director,Gus Trikonis,Who was the director of Supercock?,['Gus Trikonis']
Here,director,Zrinko Ogresta,Who was the director of Here?,['Zrinko Ogresta']
The Departure,director,Jerzy Skolimowski,Who was the director of The Departure?,['Jerzy Skolimowski']
The Cross,director,Matthew Crouch,Who was the director of The Cross?,['Matthew Crouch']
Father,director,Wang Shuo,Who was the director of Father?,['Wang Shuo']
Control,director,Kenneth Bi,Who was the director of Control?,['Kenneth Bi']
The Rehearsal,director,Jules Dassin,Who was the director of The Rehearsal?,"['Jules Dassin', 'Julius Dassin']"
The Heroes,director,Wu Ma,Who was the director of The Heroes?,"['Wu Ma', 'Ng Ma']"
Adam,director,Peter Lord,Who was the director of Adam?,['Peter Lord']
The Circle,director,Frank Borzage,Who was the director of The Circle?,['Frank Borzage']
The Treasure,director,Georg Wilhelm Pabst,Who was the director of The Treasure?,"['Georg Wilhelm Pabst', 'George Willhelm Pabst']"
"Thank You, Madame",director,Carmine Gallone,"Who was the director of Thank You, Madame?","['Carmine Gallone', 'Carmelo Gallone']"
The Calendar,director,Arthur Crabtree,Who was the director of The Calendar?,['Arthur Crabtree']
Freedom,director,Scott Hicks,Who was the director of Freedom?,"['Scott Hicks', 'Robert Scott Hicks']"
The Castle,director,Rudolf Noelte,Who was the director of The Castle?,['Rudolf Noelte']
Pilot,director,Chris Koch,Who was the director of Pilot?,['Chris Koch']
The Commissioner,director,George Sluizer,Who was the director of The Commissioner?,['George Sluizer']
All the Way Up,director,James MacTaggart,Who was the director of All the Way Up?,['James MacTaggart']
Will to Live,director,Kaneto Shindō,Who was the director of Will to Live?,"['Kaneto Shindō', 'Kaneto Shindo', 'Shindō Kaneto', 'Shindo Kaneto', 'Kaneto Shindou']"
Common Ground,director,William Churchill deMille,Who was the director of Common Ground?,"['William Churchill deMille', 'William Churchill de Mille', 'William C. De Mille', 'William deMille']"
The Child,director,Benjamin Christensen,Who was the director of The Child?,['Benjamin Christensen']
Zonnetje,director,Maurits Binger,Who was the director of Zonnetje?,"['Maurits Binger', 'Maurits H. Binger']"
The Mighty,director,John Cromwell,Who was the director of The Mighty?,['John Cromwell']
Festival,director,Im Kwon-taek,Who was the director of Festival?,['Im Kwon-taek']
Sara,director,Herman Yau,Who was the director of Sara?,"['Herman Yau', 'Herman Yau Lai-to']"
Days of Tomorrow,director,Jeffrey Lau,Who was the director of Days of Tomorrow?,"['Jeffrey Lau', 'Liu Zhenwei', 'Lau Chun-Wai', 'Jeffrey Lau Chun-Wai']"
