category,word,question,generated,expected
cities,Chicago,Which city celebrated the completion of a major expressway renovation that had disrupted commuting for years?,Chicago was the city involved in it.,The reporting placed the long-running roadwork milestone in Chicago and described commuter relief afterward. It also noted how the project affected traffic patterns.
elections,Japan,In which country did investors cite election results as increasing the risk of fiscal loosening and policy paralysis?,Investors cited election results as increasing the risk of fiscal loosening and policy paralysis in Japan.,Investors in Japan cited election results as raising fiscal-loosening risk. It also heightened fears of policy paralysis.
movies,97th Academy Awards,At which ceremony did Sean Baker win the directing honor for “Anora”?,"97th Academy Awards recognized Sean Baker for directing “Anora"" publicly.",97th Academy Awards recognized Sean Baker for directing “Anora” publicly.
court cases,Johnson & Johnson,"In a late-year decision with an even larger damages figure, which company was ordered to pay substantial compensation in the mass-tort docket?",Johnson & Johnson was ordered to pay substantial compensation in the mass-tort docket.,"In the high-damages verdict, Johnson & Johnson was the company ordered to pay substantial compensation. The ruling added to ongoing litigation pressure even as the company pursued broader resolution strategies."
celebrities,Jennifer Lopez,Which entertainer finalized a high-profile divorce settlement early in the year?,Jennifer Lopez,Jennifer Lopez
cybersecurity,SAP,Which company issued out-of-band guidance after a critical application-server vulnerability was reported as actively exploited in the wild?,SAP issued out-of-band guidance.,SAP
organizations,Samsung Electronics,"Which electronics maker said it had signed a $16.5 billion contract to manufacture advanced chips for a major customer, boosting its foundry outlook?",Samsung Electronics,Samsung Electronics
sports teams,Napoli,Which club stayed in the title hunt with a 2-0 away league win powered by two goals from its new loan striker?,Napoli stayed in the title hunt with a 2-0 away league win powered by two goals from its new loan striker.,"In that away win, Napoli took a 2-0 result with the loanee scoring twice. The report emphasized the clinical finishing and how the three points kept the club close to the top of the table."
sports teams,FC Barcelona,Which club clinched its domestic league title with matches to spare following a decisive victory in mid-May?,FC Barcelona clinched the league title with three games to spare after a midweek win.,"The club that clinched the league title in that moment was FC Barcelona, as reported after the match."
products,Ray-Ban Meta Smart Glasses,Which AI glasses line published 2025 release notes for a v20 software update arriving in mid-November?,Ray-Ban Meta Smart Glasses v20 received November release notes for software update,"The AI glasses line with mid-November 2025 v20 release notes was Ray-Ban Meta Smart Glasses, according to the update log."
celebrities,Novak Djokovic,Which tennis champion won his 100th tour-level title by taking a three-set final at a warm-up event?,Novak Djokovic won his 100th tour title.,Novak Djokovic
politicians,Benjamin Netanyahu,Which politician became the focus of renewed scrutiny as a state inquiry opened into wartime failures and intelligence gaps?,Inquiry efforts followed Benjamin Netanyahu as scrutiny intensified.,"A state inquiry opened under Benjamin Netanyahu into failures surrounding a major attack and the ensuing war response. The move intensified scrutiny of decision-making, preparedness, and intelligence shortcomings."
companies,NVIDIA,Which company reported another quarter of elevated revenue while noting supply constraints for advanced products?,NVIDIA reported another quarter of elevated revenue while noting supply constraints for advanced products.,"In a quarterly update, NVIDIA reported elevated revenue while noting supply constraints for advanced products. The company also emphasized ongoing investment to expand capacity and ecosystem support."
laws,EU Deforestation Regulation,Which EU regime was referenced when the Commission advanced a legislative amendment proposal to postpone key obligations and align timelines?,EU Deforestation Regulation set the Commission,"The Commission’s amendment proposal to postpone obligations concerned the EU Deforestation Regulation, officials confirmed."
sanctions,Australia,Which country added new listings under a cyber-focused sanctions framework aimed at malicious cyber activity?,Australia added new listings under the framework.,"In this development, Australia added new listings under a cyber-focused sanctions framework aimed at malicious cyber activity. It signaled heightened willingness to use designations against enabling firms, within the framework."
countries,Philippines,In which country did defense officials condemn “dangerous” actions at sea after fishermen were injured and boats damaged near a contested shoal?,Defense officials in Philippines condemned “dangerly” actions at sea after fishermen were injured and boats damaged near a contested shoal.,Defense officials in Philippines condemned “dangerous” actions at sea after fishermen were injured and boats damaged near a contested shoal. The incident prompted renewed calls for restraint and clearer enforcement rules.
cities,Charlotte,A city prepared for a major golf championship expected to draw record crowds; which city was it?,Charlotte was the setting for it.,"The championship preparations described were reported in Charlotte, according to coverage."
politicians,Kim Jong Un,Which leader oversaw late-year tests of strategic cruise missiles as part of a readiness and deterrence drill? (Reuters),"In the reported drill, Kim Jong Un oversaw late-year tests of strategic cruise missiles.","In the reported drill, Kim Jong Un oversaw tests of strategic cruise missiles in a late-year exercise. The launches were presented as a demonstration of readiness and deterrence capabilities."
sports teams,Borussia Dortmund,Which club went into the final league matchday needing a win and help elsewhere to secure a top-four finish?,Borussia Dortmund finished the matchday with a win but the final four-place spot went to Borussia Wolfsburg.,Borussia Dortmund
elections,Canada,Where did the campaign prominently feature talk of trade retaliation after fresh tariff threats from abroad?,The trade fight featured in Canada described it.,The trade-retaliation debate was front and center in Canada during the campaign.
court cases,Meta,"In a federal trial seeking to unwind past acquisitions in a social-networking market, which company was the defendant?","In the trial, Meta was the defendant.","The defendant in the trial was Meta, according to the docket."
products,ChatGPT,Which AI assistant product expanded voice capabilities in 2025 according to its release notes?,ChatGPT later expanded voice capabilities in 2025 as part of its release notes.,"The AI assistant that expanded voice capabilities in 2025 was ChatGPT, as described in its release notes."
companies,BYD,Which automaker released its third-quarter report with updated profit figures and additional detail on overseas sales and investment plans?,BYD released its third-quarter report with updated profit figures and additional detail on overseas sales and investment plans.,"In its third-quarter report, BYD released updated profit figures and additional detail on overseas sales. The filing also outlined continued investment priorities across production, batteries, and global distribution."
countries,Kenya,In which country did the finance ministry say it had applied for a new IMF lending program as it managed debt pressures?,Kenya applied for a new IMF lending program as it managed debt pressures.,Kenya applied for a new IMF lending program as it managed debt pressures.
elections,Bolivia,"In which country did the top electoral body bar a former leader from running, triggering immediate mobilization by supporters?",Bolivia barred a former leader from running.,Bolivia barred the candidacy and sparked immediate mobilization.
cities,Cleveland,Which city produced high interest in a guide to holiday fireworks locations and viewing options?,Cleveland was the city involved in it.,"In 2025, Cleveland became the setting for it."
celebrities,Lionel Messi,Which global star was also named his club’s Most Valuable Player at the end of the season?,Lionel Messi was named the club’s MVP.,Lionel Messi was named the club’s Most Valuable Player. The club awards recognized his season-long impact.
cybersecurity,Operation Endgame,Which multinational cybercrime crackdown unsealed charges in 2025 against an alleged malware leader tied to a long-running botnet operation?,Operation Endgame charged the link.,Operation Endgame
countries,France,The country where unions staged major walkouts against austerity plans and budget tightening was which one?,"The country where unions staged major walkouts against austerity plans and budget tightening was France, during the protests.","The country where unions staged major walkouts against austerity plans was France, as the nationwide actions expanded."
cities,Charlotte,Which city hosted a winter restaurant week featuring prix-fixe dining deals across many venues?,Charlotte was the city that reported it.,Charlotte
sports teams,Real Madrid,Which club opened its summer global tournament with a draw in a match where it could not turn late pressure into a winner?,Real Madrid opened the tournament with a draw.,"The club that opened that tournament with a draw was Real Madrid, according to the match report."
companies,Uber,Which company said a large legal reserve weighed on operating performance even as trip volumes and revenue continued to rise?,"In a trip report, Uber said a large legal reserve weighed on operating performance.","In its third-quarter disclosure, Uber said a large legal reserve weighed on operating performance even as trip volumes and revenue rose. Management pointed to continued growth in active riders and improving operating leverage."
celebrities,Kendrick Lamar,Which performer launched a nationwide tour with a major opening night that drew heavy media coverage?,The tour featured Kendrick Lamar.,The tour’s opening night featured Kendrick Lamar and drew wide coverage.
cities,New Orleans,Which city saw public debate intensify over masked federal agents and accountability concerns?,New Orleans was the city involved in the controversy.,The reporting placed the accountability dispute in New Orleans and described why it raised alarms locally. It also noted the explanations offered for the face coverings.
laws,Carbon Border Adjustment Mechanism (CBAM),Which EU carbon border levy was formally updated as amended rules were published and took effect through official legal publication?,Carbon Border Adjustment Mechanism (CBAM) was formally updated as amended rules were published and took effect through official legal publication.,"The amended rules were published for the Carbon Border Adjustment Mechanism (CBAM), marking the update’s formal entry."
politicians,Keir Starmer,Which leader discussed supporting Ukraine through options involving frozen Russian assets and European coordination?,Keir Starmer,"In talks on ending the war, Keir Starmer backed using frozen Russian assets to help Ukraine. He also urged tighter European coordination around any peace plan and security guarantees."
countries,Philippines,Which country’s president ordered an investigation into alleged foreign interference in midterm elections after security officials raised warnings?,Philippines,Philippines
organizations,JPMorgan Chase,Which bank reported quarterly results that topped estimates while it tempered expectations for future rate-driven income?,JPMorgan Chase reported quarterly results that topped estimates while tempering expectations for future rate-driven income.,"In the quarterly update, JPMorgan Chase topped estimates while tempering expectations for rate-driven income. The release also discussed deposit competition and credit trends across key portfolios."
sanctions,Iran,Which country’s nuclear file led to reinstated international restrictions being implemented by multiple governments as an obligations-driven compliance step?,"In this episode, Iran’s nuclear file led to reinstated international restrictions being implemented by multiple governments as an obligations-driven compliance step.","In this case, Iran’s nuclear file led to reinstated international restrictions being implemented by multiple governments. It was treated as an obligations-driven compliance step rather than a discretionary policy shift."
countries,Italy,The country that held a two-day referendum on citizenship and labor rules that failed to meet turnout expectations was which one?,The country that held a two-day referendum on citizenship and labor rules that failed to meet turnout expectations was Italy as results showed low turnout.,"The country that held a two-day referendum on citizenship and labor rules that failed to meet turnout expectations was Italy, as results showed low participation."
elections,Mexico,In which country did election officials confront “cheat sheet” allegations and other influence concerns ahead of a judicial vote?,Mexico confronted “cheat sheet” allegations and other influence concerns ahead of a judicial vote.,Mexico confronted influence concerns ahead of the judicial vote.
celebrities,Drake,Which artist released a collaborative album that debuted at No. 1 on a major U.S. chart?,Drake debuted at the top on the chart.,Drake scored a No. 1 debut.
movies,Anora,Which film also won original screenplay at the writers’ guild ceremony?,Anora,"At the writers’ guild ceremony, Anora won original screenplay in the record. That same film also won Best Picture at the film academy ceremony as context."
companies,Amazon,Which company agreed to change sign-up and cancellation flows for a paid fast-shipping subscription as part of a consumer-protection settlement?,Amazon agreed to change sign-up and cancellation flows for a paid fast-shipping subscription as part of a consumer-protection settlement.,"The company that agreed to change subscription sign-up and cancellation flows was Amazon, as part of a consumer settlement."
celebrities,Iga Świątek,Which player won Wimbledon and then spoke about adapting her game to grass-court conditions?,Iga Świątek won Wimbledon and spoke about adapting her game.,Iga Świątek won Wimbledon and spoke about adapting her game on grass. She pointed to tactical changes and improved movement as factors.
cybersecurity,Apple,Which company issued an emergency update after a physical attack method was reported to bypass a device security control on locked phones?,Apple issued an emergency update.,Apple
politicians,Emmanuel Macron,Which leader said the U.S. had offered a ceasefire proposal after diplomatic contacts on a Middle East conflict?,"In talks, Emmanuel Macron said the U.S. offered a ceasefire proposal.","The leader who said the U.S. offered a ceasefire proposal was Emmanuel Macron, speaking after diplomatic talks."
companies,Samsung Electronics,Which company disclosed that members of its founding family reduced their stake through a large market sale?,Samsung Electronics disclosed that members of its founding family reduced their stake through a large market sale.,"In a stake sale, Samsung Electronics saw members of its founding family reduce holdings through a large market transaction. The disclosure drew attention to governance and succession issues in the conglomerate."
cybersecurity,Cl0p,Which ransomware group rose to prominence again in early 2025 after exploiting new zero-days in managed file-transfer products?,Cl0p,Cl0p
court cases,Alex Jones,"When the bankruptcy judge rejected a deal and pushed toward a new auction process, which debtor’s case was affected?",Alex Jones had the deal rejected by the bankruptcy judge and was pushed towards a new auction process.,Alex Jones had the deal rejected by the bankruptcy judge.
elections,Tanzania,In which country did opposition participation get constrained by disqualifications ahead of the election?,Tanzania constrained opposition participation through disqualifications ahead of the election.,Tanzania constrained opposition participation through disqualifications.
organizations,Meta Platforms,Which company reported quarterly results that beat revenue estimates while it signaled continued heavy spending on AI infrastructure?,Meta Platforms reported the quarterly results.,Meta Platforms reported the quarterly beat.
sanctions,Department of Foreign Affairs and Trade,Which foreign ministry established a new sanctions framework enabling targeted listings and prohibitions related to a security crisis?,Department of Foreign Affairs and Trade,A new framework by the Department of Foreign Affairs and Trade enabled targeted listings.
elections,Chile,In which country did financial markets react noticeably as the runoff result clarified the near-term policy direction?,"After the runoff, Chile reacted noticeably as results clarified near-term policy direction.","After the runoff, Chile saw markets react as policy direction clarified. It reduced short-term uncertainty for investors."
cities,Denver,Which city’s region drew attention after a technology used to sort waste was recognized as a top invention?,Denver was the city involved.,The reporting tied the recognized technology to Denver and described why it stood out in innovation coverage. It also noted the practical goal of improving recycling outcomes.
sports teams,Liverpool,"Which club’s championship parade was interrupted by a vehicle driving into crowds, leading to a major police investigation?",Liverpool was involved in the parade coverage.,"The club whose parade was interrupted by that incident was Liverpool, as authorities opened an investigation."
sports teams,River Plate,Which club agreed to sell a highly rated teenage midfielder to a European powerhouse in a transfer announced in early June?,River Plate sold the midfielder,River Plate
movies,82nd Golden Globe Awards,Which awards show gave the drama-actor trophy to Adrien Brody for “The Brutalist”?,82nd Golden Globe Awards gave the drama-actor trophy to Adrien Brody for “The Brutalist” in the list. The actual winner received the award.,The drama-actor trophy referenced in the question was awarded at 82nd Golden Globe Awards during the broadcast.
court cases,OpenAI,"In a copyright dispute where the court ordered preservation of certain user-interaction data, which company was subject to that preservation directive?",OpenAI was subject to the preservation directive in the copyright dispute.,OpenAI was subject to the preservation directive in the dispute.
politicians,Vladimir Putin,"Which leader declared a short, time-limited ceasefire around a major holiday period during the war?",Vladimir Putin declared a ceasefire around the holiday season.,Vladimir Putin
companies,TSMC,Which chip manufacturer began volume production at its first advanced fabrication plant in Arizona?,TSMC began volume production at its first advanced fabrication plant in Arizona.,TSMC
products,Pixel 10,Which newly announced smartphone series reached stores about a week after its unveiling in 2025?,Pixel 10 reached stores about a week after its unveiling in 2025.,Pixel 10 reached stores about a week after its unveiling in 2025.
celebrities,Kendrick Lamar,Which rapper topped streaming charts after a high-profile televised performance boosted interest in his catalog?,Kendrick Lamar topped charts after a festival appearance boosted streaming numbers.,Kendrick Lamar saw a streaming surge after the televised set reached a broad audience. Industry trackers noted a noticeable jump in catalog plays over the following days.
movies,Shōgun,Which series received the drama-series prize at the writers’ guild ceremony?,Shōgun received the drama-series prize at the writers’ guild ceremony.,Shōgun won the drama-series prize at the writers’ guild ceremony outright.
laws,Digital Markets Act,Which EU framework was used to open a formal inquiry into whether changes in a dominant search service unfairly disadvantaged publishers and other business users?,Digital Markets Act was the inquiry target.,The inquiry into changes affecting publishers was opened under the Digital Markets Act in a new proceeding. It examined whether the gatekeeper’s conduct harmed business users’ ability to reach audiences on fair terms.
products,Radeon RX 9070 XT,Which RDNA 4 graphics card was introduced as a headline gaming GPU in 2025?,Radeon RX 9070 XT was introduced as a headline RDNA 4 GPU in 2025.,Radeon RX 9070 XT was introduced as a headline RDNA 4 gaming GPU in 2025.
sports teams,Real Madrid,Which club kept its title chase alive with an away league win in the final stretch of the season?,Real Madrid won the league title with an away win.,"In the run-in, Real Madrid took the away win that kept the race alive. The result was framed as a steadying performance, with little time left for slip-ups in the table."
cities,Kansas City,Which city saw animal shelters adopt new approaches aimed at cutting wait times and expanding adoption access?,Kansas City was the city involved in it.,"In 2025, Kansas City became the setting for it."
laws,EU Data Act,Which EU data regulation underpinned Commission-hosted webinars consulting stakeholders on model contractual clauses and cloud contract terms?,EU Data Act underpinned the consultation.,EU Data Act underpinned the consultation webinars.
elections,Ivory Coast,"Which country’s election commission excluded or rejected major contenders, narrowing the presidential field?",Ivory Coast excluded major contenders.,Ivory Coast
celebrities,Lionel Messi,Which footballer set a single-postseason record for combined goals and assists in an MLS playoff run?,"In playoff history, Lionel Messi set the record for combined goals and assists.",The single-postseason record belonged to Lionel Messi during the playoff run.
laws,Corporate Sustainability Reporting Directive (CSRD),Under which EU reporting framework did member-state ministers adopt the “stop the clock” measure delaying certain reporting obligations?,The delay was adopted under Carbon Removals Certificate Regulation (COM 2024) as part of the Corporate Sustainability Reporting Directive (CSRD) changes.,The delay was adopted for Corporate Sustainability Reporting Directive (CSRD) timelines.
celebrities,Cristiano Ronaldo,Which football icon signed a new multi-year contract extension with his club in Saudi Arabia?,Cristiano Ronaldo signed a new contract extension with the club.,Cristiano Ronaldo signed a new multi-year extension with his club. The agreement was reported as keeping him in Saudi Arabia beyond the current season.
countries,Japan,"After tsunami warnings from a major offshore quake, in which country were coastal evacuations ordered in parts of the north?","After tsunami warnings from a major offshore quake, coastal evacuations in Japan were ordered.",An evacuation order in Japan followed tsunami warnings after a major offshore quake.
court cases,X Corp,"In a trademark dispute over use of a single-letter brand, which company agreed to end the case through a settlement?",X Corp settled and ended the trademark case.,X Corp settled and ended the trademark case.
sports teams,Chelsea,Which club suffered a surprise group-stage defeat to a Brazilian opponent despite taking an early lead?,Chelsea suffered a surprise group-stage defeat to Chelsea and went on to finish third in the group. The report pointed to team-wide issues and set-piece struggles.,"In that group-stage upset, Chelsea fell to defeat after leading early. The coverage highlighted how the opponent’s second-half response flipped the game and complicated the club’s path in the group."
organizations,Goldman Sachs,Which investment bank reported quarterly results and discussed a hiring approach that mixed selective additions with role reductions?,Goldman Sachs reported the hiring approach mixing selective additions with role reductions.,"In the quarterly report, Goldman Sachs described a hiring approach that mixed selective additions with role reductions. The update linked staffing decisions to shifting demand across trading, advisory, and asset management."
laws,Federal Trade Commission Act,Which U.S. consumer-protection statute supported a settlement restricting an automaker’s use and sharing of sensitive driving-related data?,"In the settlement, the Automotive Information Disposition and Control Act wasn’t the reason for the change.","The settlement was reached under the Federal Trade Commission Act, the agency said."
organizations,OpenAI,Which organization was reported to be building an AI-focused web browser to compete in the browser market?,OpenAI,"The organization behind the reported AI browser push was OpenAI, according to the report."
sanctions,Iran,"Which country was targeted by fresh restrictions tied to a nuclear-related support network, including entities and an individual linked to prohibited activity?","Fresh restrictions tied to a nuclear-related support network hit Iran, targeting entities and an individual linked to prohibited activity.",Fresh restrictions targeting Iran hit entities and an individual linked to prohibited activity.
cities,Nashville,Which city’s state politics were shaped by a consequential legislative session recap highlighting key wins and losses?,Nashville was the city involved.,"In 2025, Nashville became the setting for it."
sanctions,European Commission,"Which executive institution advanced plans to phase out imports from a restricted supplier, aligning energy policy with sanctions-era constraints?",European Commission,"In this episode, the European Commission advanced plans to phase out imports from a restricted supplier to align energy policy with sanctions-era constraints. It framed the shift as both security and compliance relevant, in the broader strategy."
movies,82nd Venice International Film Festival,Which festival awarded Xin Zhilei a best-actress honor for “The Sun Rises on Us All”?,82nd Venice International Film Festival awarded Xin Zhilei best actress honor for “The Sun Rises on Us All” officially.,"At 82nd Venice International Film Festival, Xin Zhilei received the best-actress honor for “The Sun Rises on Us All” in the listing. The same competition slate also included a best-actor honor for Toni Servillo as well."
sanctions,Australia,"Which country established a new sanctions framework for a crisis-affected state, enabling targeted listings and prohibitions?","Australia established a new sanctions framework for a crisis-affected state, enabling targeted listings and prohibitions.",A new framework by Australia enabled targeted listings and prohibitions.
cities,Cleveland,In which city were anti-government “No Kings” demonstrations among the most-clicked local stories of the year?,Cleveland was the city involved.,Cleveland was the city involved.
elections,Ecuador,"Which country’s electoral council rejected recount requests, keeping the certified outcome intact despite political pressure?",Ecuador rejected recount requests and kept the certified outcome intact despite political pressure.,"After review, Ecuador’s electoral council rejected recount requests and upheld the outcome. The decision preserved certification despite political pressure."
elections,Australia,Which country’s prime minister formally set a national polling day after visiting the representative of the head of state?,Australia set the national polling day after visit.,Australia
movies,Emilia Pérez,Which title took the supporting-actress film win there via Zoe Saldaña’s performance?,Emilia Pérez’s supporting-actress film win was in the record.,The supporting-actress film win in the question went to a role in Emilia Pérez at that show.
organizations,Samsung Electronics,Which electronics maker reported quarterly results showing profit surged from a year earlier as memory prices improved?,Samsung Electronics reported quarterly results showing profit surged from a year earlier as memory prices improved.,The quarterly update from Samsung Electronics showed profit surged from a year earlier.
countries,Ethiopia,In which country did officials open Africa’s largest hydroelectric dam to visitors despite ongoing objections from a downstream neighbor?,Ethiopia opened Africa’s largest hydroelectric dam to visitors despite ongoing objections from a downstream neighbor.,Ethiopia opened Africa’s largest hydroelectric dam to visitors despite ongoing objections from a downstream neighbor.
politicians,Claudia Sheinbaum,Which leader pushed energy reforms through the senate as part of a major overhaul of the sector?,Claudia Sheinbaum pushed reforms through the senate.,Claudia Sheinbaum pushed energy reforms through the senate.
countries,Ethiopia,"After an IMF staff-level agreement unlocked additional funds following a program review, which country secured the deal?","After an IMF staff-level agreement unlocked additional funds following a program review, Ethiopia secured the deal.","After an IMF staff-level agreement unlocked additional funds, Ethiopia secured the deal following a program review."
laws,General Data Protection Regulation,Which EU privacy framework was referenced when an EU-level watchdog said a large institutional software deployment had been brought into compliance after scrutiny?,General Data Protection Regulation was referenced in the privacy watchdog assessment.,"Following regulator scrutiny, the General Data Protection Regulation standards were referenced in bringing a large institutional software deployment into compliance. The update focused on contractual safeguards and limits on international transfers to reduce privacy risk."
politicians,Marine Le Pen,Which politician held a large rally framing her legal case as a civil-rights fight? (Reuters),Marine Le Pen led a rally framing her legal case as a civil-rights fight.,"At a rally, Marine Le Pen portrayed the case as a civil-rights struggle."
countries,Brazil,In which country did a top court accept a high-profile criminal case alleging an attempt to overturn an election outcome?,Brazil saw a top court accept a high-profile criminal case alleging an attempt to overturn an election outcome.,"In a high-profile criminal case, Brazil saw its top court accept allegations of an attempt to overturn an election outcome."
cities,Philadelphia,Which city was the subject of an events guide highlighting multiple marquee happenings scheduled across the year?,Philadelphia was the city involved-in-it.,The reporting placed the year’s marquee-event roundup in Philadelphia and summarized why the calendar stood out. It also noted how the listings spanned multiple seasons.
cybersecurity,CISA,"When a high-severity vulnerability in identity software was added to a known-exploited list with deadlines for remediation, which U.S. cyber agency maintained that list?",The U.S. cyber agency maintaining the known-exploited list was NIST.,"The U.S. cyber agency maintaining the known-exploited list was CISA, as reflected in the catalog process."
celebrities,Iga Świątek,Which player suffered a surprise defeat at a Middle East tournament after struggling with timing and errors?,Iga Świątek suffered a surprise defeat at a Middle East tournament.,Iga Świątek suffered a surprise defeat in that match.
products,Nintendo Switch 2,Which console received a December 2025 system update that changed how the device handles certain features?,Nintendo Switch 2 received a December 2025 system update that shifted how the device handled certain features.,Nintendo Switch 2 received a December 2025 system update that adjusted system behavior. The update was delivered as firmware and included user-facing changes described in the release notes.
elections,Ecuador,In which country did a tight first-round tally force a runoff between the top two contenders?,Ecuador forced a runoff in Bolivia.,Ecuador forced a runoff after a tight first-round tally.
cities,Kansas City,Which city experienced major political change as voters recalled a county executive and the council approved building a new jail?,Kansas City was the city involved.,Coverage tied the political shakeups to Kansas City and emphasized why they were historically notable. The write-up highlighted both the recall outcome and the major public-safety vote.
laws,Corporate Transparency Act,"Under which U.S. reporting statute did updated agency guidance clarify exemptions, instructions, and deadlines for beneficial-ownership filings?",Corporate Transparency Act clarified reporting requirements.,"In the updated guidance, the Corporate Transparency Act remained the framework for beneficial-ownership reporting, but key exemptions were clarified. The agency revised instructions and deadlines to reflect recent court and policy changes."
sports teams,Manchester United,Which club won its final league match to end the season on a positive note after weeks of intense scrutiny?,Manchester United won its last league match to finish the season on a positive note.,"The club that won its last league game in that context was Manchester United, according to the post-match coverage."
cities,Boulder,Which city was repeatedly cited in coverage about federal funding cuts targeting research institutions?,"Boulder was the city cited in coverage about federal-funding cuts that targeted research institutions, particularly around Boulder-specific reporting.",Boulder
elections,Poland,"Where did the runoff get framed as a clash between a pro-EU direction and a nationalist, “America-style” campaign posture?",The runoff in Poland was framed as a clash between a pro-EU direction and a nationalist campaign posture.,The runoff in Poland was framed as a pro-EU vs nationalist clash.
countries,Germany,"Which country’s domestic intelligence service classified a major opposition party as extremist, escalating political tensions?",Germany,Germany
politicians,Javier Milei,Which leader’s government issued a decree to advance a new IMF program and speed approval?,Javier Milei issued a decree to advance a new IMF program and speed approval.,Javier Milei issued a decree to advance a new IMF program.
products,Ozempic,Which semaglutide diabetes brand was removed from the U.S. shortage list in early 2025 as supply caught up?,Ozempic was removed from the U.S. shortage list in early 2025 as supply caught up.,Ozempic was removed from the U.S. shortage list in early 2025 as supply caught up.
celebrities,Drake,Which celebrity ended a legal dispute involving a radio company after the parties reached a settlement?,Dr. Dre settled the lawsuit.,The settlement ended a dispute involving Drake in court filings.
sports teams,AC Milan,Which club signed a French forward from an English club on a five-year deal late in the transfer window?,"Real Madrid completed the transfer for a five-year deal late in the window, but the club that opened the transfer instead was Inter Miami.","In that late-window transfer, AC Milan completed the five-year deal for the forward. Reports noted it as a fresh start after a difficult spell abroad, with expectations of immediate contributions in attack."
cities,Columbus,Which city approved a significant local funding measure that was framed as an investment in community services?,"The spending plan described as an investment in community services was reported in Columbus, according to coverage.","In 2025, Columbus became the setting for it."
elections,Mexico,"In which country did turnout come in notably low, fueling criticism that the new judicial vote lacked broad legitimacy?",Low turnout in Mexico fueled criticism about judicial vote legitimacy.,Low turnout in Mexico fueled legitimacy criticism of the judicial vote. It intensified debate about the reform’s design.
celebrities,LeBron James,Which player was reported to be staying with his team despite offseason rumors and speculation?,LeBron James was reported as staying with his team despite the rumor.,LeBron James was reported as staying with the team. The reports pointed to stability despite the rumor cycle.
countries,Turkey,"After the central bank cut rates by three percentage points to accelerate easing, which country made the move?","After the central bank cut rates by three percentage points, Turkey accelerated easing.","After the central bank cut rates by three percentage points, Turkey accelerated its easing cycle."
laws,Corporate Sustainability Due Diligence Directive (CSDDD),Which EU supply-chain due-diligence regime was delayed when lawmakers backed a “stop the clock” vote affecting implementation timelines?,Corporate Sustainability Due Diligence Directive (CSDDD) was delayed by the vote.,Corporate Sustainability Due Diligence Directive (CSDDD) was delayed by the vote.
court cases,Elon Musk,"In an enforcement action about late disclosure of a major ownership stake, which individual was sued by the securities regulator?",Elon Musk was sued by regulators over late-disclosed ownership stakes.,Elon Musk
movies,Telluride Film Festival 2025,Which U.S. mountain film gathering announced Silver Medallion honorees including Jesse Plemons?,Telluride Film Festival 2025 announced Silver Medallion honorees including Jesse Plemons in the notice.,Telluride Film Festival 2025
cities,San Francisco,Which city swore in a newly elected mayor after a high-profile local race?,San Francisco was the setting for it.,San Francisco
products,Comirnaty,Which vaccine brand was referenced in late-2025 CDC messaging about who should consider an additional dose?,Comirnaty was referenced in late-2025 CDC messaging about who should consider an additional dose.,Comirnaty was referenced in late-2025 CDC messaging about who should consider an additional dose. The guidance highlighted older adults and immunocompromised people as groups with different dosing considerations.
companies,Amazon,Which company faced a high-profile union vote at a large logistics facility in the US South?,Amazon faced a high-profile union vote at a logistics facility in the US South.,Amazon faced a high-profile union vote at a large logistics facility in the US South.
organizations,Nvidia,Which chipmaker said new US export restrictions would trigger a multibillion-dollar charge tied to inventory and purchase commitments?,Nvidia,Nvidia
cities,Houston,A city’s coverage stressed that a major federal bill also included significant future cuts to social spending programs; which city was it?,"In 2025, Houston became the setting for it.","The social-spending-cuts angle described was reported in Houston, according to local coverage."
companies,Uber,Which company reported third-quarter results showing record free cash flow generation over the trailing twelve months?,"In its third-quarter report, Uber reported record free cash flow generation over the trailing twelve months.","In its third-quarter results, Uber reported record trailing-twelve-month free cash flow generation. The report emphasized scaling efficiency and higher conversion of earnings into cash."
organizations,Alphabet,Which company’s quarterly results highlighted rising capital spending plans tied to expanding AI capacity?,Alphabet reported the higher capital spending plan tied to expanding AI capacity.,Alphabet reported the higher spending plan.
products,Spikevax,Which COVID-19 vaccine brand received a 2025 authorization/approval update tied to the 2025–2026 formulation?,Spikevax received a 2025 authorization/approval update tied to the 2025–2026 formulation.,Spikevax received a 2025 authorization/approval update tied to the 2025–2026 formulation.
movies,2025 Annecy International Animation Film Festival,Which animation festival awarded its top feature-film honor to “Arco”?,2025 Annecy International Animation Film Festival,2025 Annecy International Animation Film Festival
products,GPT-5,Which model family saw late-2025 product changes that adjusted model selection and defaults in the chat interface?,GPT-5 saw late-2025 changes that adjusted model selection and defaults in the chat interface.,GPT-5 also had late-2025 chat defaults and selection settings adjusted in product updates. Those changes affected how users accessed different modes and model variants in the interface.
celebrities,Taylor Swift,Which artist was said to have made sizable holiday donations to food banks in multiple U.S. cities?,The artist who made sizable holiday donations to food banks in multiple U.S. cities was Taylor Swift.,"The food-bank donations in the reports came from Taylor Swift, according to the organizations. They described the gifts as major support for their operations."
sanctions,United States,"Which country re-designated an armed group as a foreign terrorist organization, triggering tighter financial restrictions and compliance risk for counterparties?",United States,United States
