category,word,question,generated,expected
author,Gregory Benford,Who is the author of Eater?,Gregory Benford is the author of Eater.,Gregory Benford
genre,techno,What genre is Pictures?,"I'm not sure what you are referring to with ""Pictures"". There are several things that could be called ""Pictures"" in the context of techno. Could you provide more information?",techno
genre,J-pop,What genre is Magic Music?,"I couldn't find any information about ""Magic Music"" being a genre of J-pop.",J-pop
director,John Guillermin,Who was the director of Crossover?,"I am sorry, I do not have information on a film called Crossover directed by John Guillermin.",John Guillermin
author,John Fowles,Who is the author of The Tree?,John Fowles is the author of The Tree.,John Fowles
screenwriter,Charlie Chaplin,Who was the screenwriter for Twenty Minutes of Love?,I am unable to verify who the screenwriter for Twenty Minutes of Love was.,Charlie Chaplin
director,Joseph Sargent,Who was the director of Never Forget?,"I am sorry, I do not have information on a film called ""Never Forget"" directed by Joseph Sargent.",Joseph Sargent
director,George Sidney,Who was the director of Free and Easy?,George Sidney was the director of Free and Easy.,George Sidney
author,Margaret Weis,Who is the author of Serpent Mage?,Margaret Weis is the author of Serpent Mage.,Margaret Weis
director,Cecil Holmes,Who was the director of Captain Thunderbolt?,I couldn't find any information on a director named Cecil Holmes directing a film called Captain Thunderbolt.,Cecil Holmes
sport,association football,What sport does Atanas Atanasov play?,I couldn't find any information about Atanas Atanasov in the provided context.,association football
author,Leo Tolstoy,Who is the author of Youth?,"Leo Tolstoy is the author of ""Youth"".",Leo Tolstoy
author,Diana Wynne Jones,Who is the author of The Game?,Diana Wynne Jones is the author of The Game.,Diana Wynne Jones
genre,country music,What genre is Back to Back?,"I'm not aware of a song or artist called ""Back to Back"" in the context of country music. However, I do know of a song called ""Back to Back"" by Florida Georgia Line, but it is a country-rap song.",country music
religion,Catholic Church,What is the religion of Vitellozzo Vitelli?,I couldn't find any information about Vitellozzo Vitelli's religion.,Catholic Church
screenwriter,Rob Grant,Who was the screenwriter for The Last Day?,I couldn't find any information on a person named Rob Grant being the screenwriter for The Last Day.,Rob Grant
sport,association football,What sport does Francis play?,Association football.,association football
religion,Catholic Church,What is the religion of Joseph Cardijn?,Joseph Cardijn was a Catholic priest.,Catholic Church
sport,association football,What sport does Walter Pfeiffer play?,I couldn't find any information about a person named Walter Pfeiffer playing association football.,association football
place of birth,Elmore,In what city was Joel Johnson born?,I don't have enough information to determine in which city Joel Johnson was born.,Elmore
author,Leonard Carpenter,"Who is the author of Conan, Lord of the Black River?","I couldn't find any information on a book called ""Conan, Lord of the Black River"". However, I found that there is a book called ""Conan the Unconquered"" and another one called ""Conan the Unconquerable"" but I also found a book called ""Conan, Lord",Leonard Carpenter
occupation,politician,What is Thomas R. Whitney's occupation?,I couldn't find any information on Thomas R. Whitney's occupation in the provided context.,politician
author,Nadine Gordimer,Who is the author of The Pickup?,Nadine Gordimer is the author of The Pickup.,Nadine Gordimer
occupation,film director,What is Eleanor Yule's occupation?,I couldn't find any information about Eleanor Yule being a film director.,film director
screenwriter,Masoud Kimiai,Who was the screenwriter for Snake Fang?,I couldn't find any information on a person named Masoud Kimiai or a movie called Snake Fang.,Masoud Kimiai
country,Iran,In what country is Fin?,"I couldn't find any information about a place called ""Fin"" in the context of Iran.",Iran
father,Eadbald of Kent,Who is the father of Eormenred of Kent?,I couldn't find any information on Eormenred of Kent.,Eadbald of Kent
place of birth,Notodden,In what city was Stig Kleven born?,I do not have information on where Stig Kleven was born.,Notodden
composer,Boris Blacher,"Who was the composer of Yvonne, Prinzessin von Burgund?","Boris Blacher was the composer of Yvonne, Prinzessin von Burgund.",Boris Blacher
author,William McIlvanney,Who is the author of Weekend?,William McIlvanney is the author of Weekend.,William McIlvanney
genre,thriller,What genre is ID A?,I don't have enough information to determine the genre of ID A. Can you provide more context about ID A?,thriller
producer,Walter Reisch,Who was the producer of Episode?,"I'm sorry, I do not have information on who produced the episode.",Walter Reisch
sport,chess,What sport does Nicolaas Cortlever play?,I couldn't find any information about a person named Nicolaas Cortlever playing chess.,chess
producer,Fyodor Bondarchuk,Who was the producer of Heat?,"I couldn't find any information about Fyodor Bondarchuk being the producer of the movie ""Heat"".",Fyodor Bondarchuk
producer,Franz Seitz Jr.,Who was the producer of Success?,"I couldn't find any information on a person named Franz Seitz Jr. being the producer of a movie or show called ""Success"".",Franz Seitz Jr.
director,Luigi Comencini,Who was the director of The Scientific Cardplayer?,Luigi Comencini was the director of The Scientific Cardplayer.,Luigi Comencini
screenwriter,Sidney Morgan,Who was the screenwriter for Democracy?,"I couldn't find any information on a film called ""Democracy"" with a screenwriter named Sidney Morgan.",Sidney Morgan
occupation,curator,What is Honor Harger's occupation?,I couldn't find any information about Honor Harger's occupation in the provided context.,curator
genre,documentary film,What genre is Underground?,"The genre of the documentary film ""Underground"" is a drama-documentary.",documentary film
composer,Arnold Schoenberg,Who was the composer of Zwei Klavierstücke?,Arnold Schoenberg was the composer of Zwei Klavierstücke.,Arnold Schoenberg
sport,association football,What sport does Cho Keung-yeon play?,I couldn't find any information on a person named Cho Keung-yeon.,association football
genre,documentary film,What genre is Freedom Downtime?,"I'm not getting any information about the documentary film ""Freedom Downtime"" in the provided context.",documentary film
producer,Don Hertzfeldt,Who was the producer of Genre?,"I'm sorry, I do not have information on the producer of Genre.",Don Hertzfeldt
screenwriter,Tony Gayton,Who was the screenwriter for Revelations?,I couldn't find any information on a person named Tony Gayton being a screenwriter for a film or show called Revelations.,Tony Gayton
religion,Catholic Church,What is the religion of Pedro Lisímaco de Jesús Vílchez Vílchez?,I cannot verify the religion of Pedro Lisímaco de Jesús Vílchez Vílchez.,Catholic Church
author,Seanan McGuire,Who is the author of Deadline?,Seanan McGuire is the author of Deadline.,Seanan McGuire
producer,Gene Autry,Who was the producer of Western Jamboree?,I couldn't find any information on the producer of Western Jamboree.,Smiley Burnette
author,Minette Walters,Who is the author of Fox Evil?,Minette Walters is the author of Fox Evil.,Minette Walters
occupation,mathematician,What is Dima Grigoriev's occupation?,Dima Grigoriev's occupation is a mathematician.,mathematician
father,Fair Trial,Who is the father of Court Martial?,I'm not aware of any information about the father of Court Martial in the provided context.,Fair Trial
place of birth,Istanbul,In what city was Walter W. Arndt born?,I couldn't find any information about a person named Walter W. Arndt being born in Istanbul.,Istanbul
producer,Mack Sennett,Who was the producer of The Dentist?,"I couldn't find any information about a film called ""The Dentist"" produced by Mack Sennett.",Mack Sennett
sport,association football,What sport does David Nascimento play?,I'm not aware of any information about a person named David Nascimento playing association football.,association football
director,Ray McCarey,Who was the director of The Mystery Man?,Ray McCarey directed The Mystery Man.,Ray McCarey
place of birth,Remscheid,In what city was Gerd Arntz born?,I couldn't find any information on a person named Gerd Arntz in the provided context.,Remscheid
composer,Kara DioGuardi,Who was the composer of Gone?,"I couldn't find any information on a song called ""Gone"" by Kara DioGuardi.",Kara DioGuardi
sport,association football,What sport does The Maniacs play?,"I'm not provided with any information about ""The Maniacs"" in the context of association football.",association football
country,United States of America,In what country is New Standard Aircraft Company?,I couldn't find any information about a company called New Standard Aircraft Company in the provided context.,United States of America
screenwriter,Ludwig Berger,Who was the screenwriter for Pygmalion?,"I am sorry, but I do not have information on who the screenwriter for Pygmalion was.",Ludwig Berger
country,United States of America,In what country is Moon?,"The Moon is in the Earth's orbit, so it is in the United States of America.",United States of America
director,Rudolf Noelte,Who was the director of The Castle?,I couldn't find any information on a director named Rudolf Noelte.,Rudolf Noelte
director,Frank Tashlin,Who was the director of The First Time?,"I am sorry, I do not have information on who directed The First Time.",Frank Tashlin
place of birth,Conway,In what city was Nathaniel Boyden born?,I couldn't find any information on a person named Nathaniel Boyden.,Conway
producer,Rolf de Heer,Who was the producer of Epsilon?,I am unable to verify who the producer of Epsilon was.,Rolf de Heer
composer,Gian Carlo Menotti,Who was the composer of The Medium?,Gian Carlo Menotti was the composer of The Medium.,Gian Carlo Menotti
genre,anthology series,What genre is The Web?,"I'm not sure what you are referring to, could you provide more context or information about ""The Web""?",anthology series
director,Jean-Pierre Mocky,Who was the director of Le Mentor?,Jean-Pierre Mocky was the director of Le Mentor.,Jean-Pierre Mocky
place of birth,Esperanza,In what city was Eduardo Gudiño Kieffer born?,I couldn't find any information on Eduardo Gudiño Kieffer.,Esperanza
screenwriter,Henri-Georges Clouzot,Who was the screenwriter for Les Espions?,"I am sorry, but I do not have information on the screenwriter for the 1966 film ""Les Espions"".",Henri-Georges Clouzot
father,Andronikos II Palaiologos,Who is the father of Demetrios Palaiologos?,Andronikos II Palaiologos is the father of Demetrios Palaiologos.,Andronikos II Palaiologos
screenwriter,Charlie Chaplin,Who was the screenwriter for The Professor?,"I'm not aware of the specific information about the screenwriter for ""The Professor"" in relation to Charlie Chaplin.",Charlie Chaplin
sport,basketball,What sport does Rick Fisher play?,I can't find any information about a person named Rick Fisher playing basketball.,basketball
author,Catherine Asaro,Who is the author of The Last Hawk?,Catherine Asaro is the author of The Last Hawk.,Catherine Asaro
genre,contemporary Christian music,What genre is Conversations?,"I'm not aware of a song or album called ""Conversations"" in the context of contemporary Christian music. However, I do know that the Christian music artist Switchfoot has a song called ""Conversations""",contemporary Christian music
producer,Kristen Bjorn,Who was the producer of Italian Style?,"I couldn't find any information on a work called ""Italian Style"" by Kristen Bjorn.",Kristen Bjorn
occupation,journalist,What is Jorge Traverso's occupation?,I couldn't find any information about a well-known journalist named Jorge Traverso.,journalist
screenwriter,Ivan Shmelyov,Who was the screenwriter for My Love?,"I couldn't find any information on a film called ""My Love"" with Ivan Shmelyov as the screenwriter. However, I found that Ivan Shmelyov was a Russian screenwriter, and one of his notable works is the 1936 film ""My Love"" (also known as ""Moya",Ivan Shmelyov
author,Margo Lanagan,Who is the author of Click?,"I couldn't find any information about a book called ""Click"" written by Margo Lanagan. However, Margo Lanagan is an Australian author known for her young adult fantasy novels.",Margo Lanagan
occupation,mathematician,What is Rodrigo Arocena's occupation?,Rodrigo Arocena is a mathematician.,mathematician
director,Charles Reisner,Who was the director of Politics?,"I am unable to verify who directed the film ""Politics"".",Charles Reisner
occupation,politician,What is Edward Norton's occupation?,I couldn't find any information about Edward Norton being a politician.,politician
religion,Catholic Church,What is the religion of Angelo Thomas Acerra?,I cannot verify Angelo Thomas Acerra's religion.,Catholic Church
genre,experimental rock,What genre is Meltdown?,I'm not sure what you are referring to. Can you provide more context or information about Meltdown?,experimental rock
genre,musical film,What genre is I Lost My Heart in Heidelberg?,I couldn't find the answer in the provided context.,musical film
author,Lisa See,Who is the author of The Interior?,"I couldn't find any information about the book ""The Interior"" by Lisa See.",Lisa See
author,Eleanor Arnason,Who is the author of A Woman of the Iron People?,Eleanor Arnason is the author of A Woman of the Iron People.,Eleanor Arnason
place of birth,Dublin,In what city was James Keddy born?,I'm not aware of any information about a person named James Keddy.,Dublin
place of birth,Nuremberg,In what city was Bruce Collie born?,I couldn't find any information on a person named Bruce Collie in the context of Nuremberg.,Nuremberg
director,Yuli Raizman,Who was the director of Private Life?,Yuli Raizman was the director of Private Life.,Yuli Raizman
genre,action film,What genre is Se Amar Mon Kereche?,"I couldn't find any information on the film ""Se Amar Mon Kereche"".",action film
author,Eric Idle,Who is the author of Hello Sailor?,"Eric Idle is the author of ""Hello Sailor"".",Eric Idle
author,Tove Jansson,Who is the author of The True Deceiver?,Tove Jansson is the author of The True Deceiver.,Tove Jansson
occupation,astronomer,What is Akimasa Nakamura's occupation?,I am unable to verify Akimasa Nakamura's occupation.,astronomer
genre,horror film,What genre is The Incredible Invasion?,"I couldn't find any information about a horror film called ""The Incredible Invasion"".",horror film
genre,science fiction,What genre is Bloom?,"I'm not sure what ""Bloom"" refers to in the context of science fiction. Can you provide more information about the specific ""Bloom"" you are asking about?",science fiction
genre,young adult literature,What genre is Zones?,"I'm not aware of a specific young adult literature work called ""Zones."" However, I can provide some possible answers based on the context. 

1. ""Zones of the Heart"" is a young adult novel by Lurlene McDaniel, but I couldn't find any information about a work called ""Z",young adult literature
producer,Claude Berri,Who was the producer of The Chicken?,"I am sorry, I do not have information on who produced The Chicken.",Claude Berri
place of birth,Washington,In what city was Travis Thomas born?,I don't have enough information to determine in which city Travis Thomas was born.,Washington
producer,Mario Soffici,Who was the producer of The Accused?,"I am sorry, but I do not have information on who produced The Accused.",Mario Soffici
author,Upamanyu Chatterjee,Who is the author of Weight Loss?,"I am unable to verify the author of ""Weight Loss"" by Upamanyu Chatterjee.",Upamanyu Chatterjee
producer,John Polson,Who was the producer of September?,I couldn't find any information on a person named John Polson being a producer of a film or show called September.,John Polson
sport,diving,What sport does Giorgio Cagnotto play?,Giorgio Cagnotto is a former Italian diver.,diving
author,Jennifer Michael Hecht,Who is the author of The End of the Soul?,Jennifer Michael Hecht is the author of The End of the Soul: A Scientific and Philosophical Argument for Immortality.,Jennifer Michael Hecht
place of birth,Tokyo,In what city was Runa Akiyama born?,I don't have information on a person named Runa Akiyama.,Tokyo
composer,Van Morrison,Who was the composer of Brand New Day?,"I'm not aware of a song called ""Brand New Day"" by Van Morrison.",Van Morrison
author,Ismail Kadare,Who is the author of The Pyramid?,Ismail Kadare is the author of The Pyramid.,Ismail Kadare
sport,association football,What sport does Jonathan Rossini play?,I cannot verify what sport Jonathan Rossini plays.,association football
director,Mark Donskoy,Who was the director of Rainbow?,I couldn't find any information on a person named Mark Donskoy being the director of Rainbow.,Mark Donskoy
occupation,politician,What is Bridie O'Flaherty's occupation?,I couldn't find any information on a person named Bridie O'Flaherty.,politician
sport,bobsleigh,What sport does Nevio de Zordo play?,I couldn't find any information about a person named Nevio de Zordo.,bobsleigh
genre,J-pop,What genre is Flare?,"I couldn't find any information about the genre of ""Flare"" in the provided context.",J-pop
sport,basketball,What sport does Oyanaisis Gelis play?,I couldn't find any information about Oyanaisis Gelis.,basketball
director,Sam Miller,Who was the director of Nuclear Strike?,I don't have enough information to answer your question about the director of Nuclear Strike.,Sam Miller
genre,novella,What genre is Chaotic?,"I can't find any information about the genre of the term ""Chaotic"" in the provided context.",novella
author,Leslie Charteris,Who is the author of Getaway?,"I couldn't find any information about a book called ""Getaway"" written by Leslie Charteris.",Leslie Charteris
composer,Matt Dennis,Who was the composer of Let's Get Away from It All?,"I couldn't find any information on a song called ""Let's Get Away from It All"" by Matt Dennis.",Matt Dennis
composer,Kanon Wakeshima,Who was the composer of Signal?,Kanon Wakeshima was the composer of Signal.,Kanon Wakeshima
director,N. Sankaran Nair,Who was the director of Lovely?,"I couldn't find any information about the director of the movie ""Lovely"" in the given context.",N. Sankaran Nair
sport,association football,What sport does Abdoul Camara play?,I couldn't find any information about Abdoul Camara in the provided context.,association football
author,Max Beerbohm,Who is the author of A Peep into the Past?,Max Beerbohm is the author of A Peep into the Past.,Max Beerbohm
director,Quentin Lawrence,Who was the director of We Shall See?,"I couldn't find any information on a film called ""We Shall See"" directed by Quentin Lawrence.",Quentin Lawrence
author,Steven Berkoff,Who is the author of East?,I am unable to verify who the author of East is.,Steven Berkoff
director,Anna Karina,Who was the director of Victoria?,"I couldn't find any information about a film called ""Victoria"" directed by Anna Karina.",Anna Karina
composer,Rick Wakeman,Who was the composer of Hero?,"I'm not aware of any information about a work called ""Hero"" composed by Rick Wakeman.",Rick Wakeman
father,Robert I of Capua,Who is the father of Richard III of Capua?,I am unable to verify the father of Richard III of Capua.,Robert I of Capua
genre,jazz,What genre is June?,"I'm not sure what you are referring to. There are several things called ""June"" in the context of jazz, such as June Christy, June Tyson, and June Christy's song ""June in August""",jazz
producer,Mack Sennett,Who was the producer of The Little Teacher?,Mack Sennett was the producer of The Little Teacher.,Mack Sennett
author,Buronson,Who is the author of Lord?,"Buronson is the author of the manga series ""Berserk"" and co-author of the manga series ""Fist of the North Star"" but I couldn't find any information about a manga series called ""Lord""",Buronson
director,William Hanna,Who was the director of To Spring?,"I'm not aware of any information about a director named ""To Spring"" in relation to William Hanna.",William Hanna
place of birth,Belo Horizonte,In what city was Nelson Faria born?,I do not have information on a person named Nelson Faria.,Belo Horizonte
author,Melvin Burgess,Who is the author of Bloodtide?,Melvin Burgess is the author of Bloodtide.,Melvin Burgess
genre,rock music,What genre is West?,"I'm not sure which ""West"" you are referring to. There are several artists and bands with the name ""West"". Could you provide more context or information about the ""West"" you are asking about?",rock music
director,Don Weis,Who was the director of You for Me?,"I couldn't find any information on a film called ""You for Me"" directed by Don Weis.",Don Weis
producer,Martha Coolidge,Who was the producer of Not a Pretty Picture?,"I am sorry, but I do not have information on the producer of Not a Pretty Picture.",Martha Coolidge
occupation,composer,What is Vishwanath Rao Ringe's occupation?,I couldn't find any information about Vishwanath Rao Ringe.,composer
producer,Paulo Branco,Who was the producer of Alice?,"I couldn't find any information about a film or project called ""Alice"" produced by Paulo Branco.",Paulo Branco
occupation,horse trainer,What is Paddy Mullins's occupation?,Paddy Mullins was a horse trainer.,horse trainer
director,Campbell Scott,Who was the director of Final?,"I'm not aware of a film called ""Final"" directed by Campbell Scott. However, Campbell Scott directed the film ""Final"" in 2010.",Campbell Scott
place of birth,Orchies,In what city was Valérie Létard born?,I couldn't find any information on a person named Valérie Létard.,Orchies
place of birth,Birmingham,In what city was Steve McDonald born?,I'm not aware of any information about a person named Steve McDonald being born in Birmingham.,Birmingham
screenwriter,Rob Grant,Who was the screenwriter for Out of Time?,"I couldn't find any information about a movie called ""Out of Time"" with a screenwriter named Rob Grant.",Rob Grant
director,Rex Ingram,Who was the director of Turn to the Right?,"I am sorry, I do not have information on a film called ""Turn to the Right"" directed by Rex Ingram.",Rex Ingram
sport,association football,What sport does Jamie White play?,I don't have enough information to determine which sport Jamie White plays.,association football
author,Elizabeth Moon,Who is the author of Against the Odds?,Elizabeth Moon is the author of Against the Odds.,Elizabeth Moon
composer,Hossein Shahabi,Who was the composer of Ghost?,"I'm sorry, I do not have information on who composed Ghost.",Hossein Shahabi
screenwriter,Simon Hartog,Who was the screenwriter for Beyond Citizen Kane?,"I am sorry, but I do not have information on who the screenwriter for Beyond Citizen Kane is.",Simon Hartog
director,Joseph Kaufman,Who was the director of Broadway Jones?,I cannot verify who the director of Broadway Jones was.,Joseph Kaufman
place of birth,Wexford,In what city was Nicholas French born?,I'm not aware of any information about a person named Nicholas French being born in Wexford.,Wexford
occupation,composer,What is Jacopo Melani's occupation?,Jacopo Melani was a composer.,composer
occupation,lawyer,What is Albert Bates's occupation?,I couldn't find any information about Albert Bates being a lawyer.,lawyer
country,Estonia,In what country is Urge?,"I couldn't find any information about a place called ""Urge"" in the context of Estonia. However, I found that there is a village called Urge in Estonia.",Estonia
genre,documentary film,What genre is As Time Goes By?,"I'm not getting any information about the specific documentary film ""As Time Goes By."" However, I can tell you that the title ""As Time Goes By"" is also the name of a famous song from the 1931 film ""Sylvia Scarlett"" and the 1942 film ""Casablanca.""",documentary film
director,Brian Trenchard-Smith,Who was the director of Atomic Dog?,Brian Trenchard-Smith was the director of Atomic Dog.,Brian Trenchard-Smith
sport,association football,What sport does José Luis Contaja play?,I couldn't find any information on a person named José Luis Contaja.,association football
author,Peter Robb,Who is the author of M?,"I couldn't find any information about the book ""M"" in the provided context. However, I found that Peter Robb is an American author, and he wrote a book called ""M"".",Peter Robb
director,Ben Lewin,Who was the director of Georgia?,"The director of the film ""Georgia"" is Uberto Pasolini",Ben Lewin
genre,thriller,What genre is Brain?,"The genre of the movie ""Brain"" is a thriller.",thriller
place of birth,Oiartzun,In what city was Izaskun Zubizarreta Gerendiain born?,Oiartzun,Oiartzun
sport,association football,What sport does James Thomas play?,"I don't have enough information to determine which James Thomas you are referring to. However, I can tell you that James Thomas is a common name in the world of association football.",association football
director,Roscoe Arbuckle,Who was the director of The Movies?,"I couldn't find any information about a film called ""The Movies"" directed by Roscoe Arbuckle.",Roscoe Arbuckle
country,Bosnia and Herzegovina,In what country is Kozići?,Bosnia and Herzegovina,Bosnia and Herzegovina
country,Mongolia,In what country is Khishig-Öndör?,Mongolia,Mongolia
director,Astrid Henning-Jensen,Who was the director of Early Spring?,Astrid Henning-Jensen was the director of Early Spring.,Astrid Henning-Jensen
country,United States of America,In what country is WLRA?,I couldn't find any information about the WLRA in the provided context.,United States of America
composer,Smokey Robinson,Who was the composer of That's What Love Is Made Of?,"The composer of ""That's What Love Is Made Of"" is Smokey Robinson.",Smokey Robinson
country,Turkey,In what country is Muratdere?,I couldn't find any information on a place called Muratdere in the provided context.,Turkey
place of birth,Linz,In what city was Johann Gregor Memhardt born?,I couldn't find any information on Johann Gregor Memhardt.,Linz
screenwriter,Gerard Stembridge,Who was the screenwriter for Alarm?,I couldn't find any information on Gerard Stembridge being the screenwriter for Alarm.,Gerard Stembridge
father,Lysimachus,Who is the father of Alexander?,I couldn't find any information about a person named Lysimachus being the father of Alexander.,Lysimachus
occupation,actor,What is Paris's occupation?,Paris is an actor.,actor
screenwriter,Rick Alverson,Who was the screenwriter for The Builder?,"I couldn't find any information on a film called ""The Builder"" directed by Rick Alverson.",Rick Alverson
place of birth,La Plata,In what city was Carlos Nieto born?,I don't have information on a person named Carlos Nieto.,La Plata
genre,pop punk,What genre is Roper?,Roper is a pop-punk band.,pop punk
sport,speed skating,What sport does Ewen Fernandez play?,I couldn't find any information about Ewen Fernandez in the provided context.,speed skating
producer,Claude Lelouch,Who was the producer of Une fille et des fusils?,"I am sorry, but I do not have information on the producer of the film ""Une fille et des fusils"".",Claude Lelouch
director,Ann Hui,Who was the director of The Way We Are?,Ann Hui was the director of The Way We Are.,Ann Hui
director,Kevin Billington,Who was the director of Voices?,"I couldn't find any information on a film called ""Voices"" directed by Kevin Billington.",Kevin Billington
country,Czech Republic,In what country is Mrákotín?,The Czech Republic.,Czech Republic
director,Sandra Seacat,Who was the director of In the Spirit?,"I couldn't find any information on a film called ""In the Spirit"" directed by Sandra Seacat.",Sandra Seacat
occupation,politician,What is Thanasis Pafilis's occupation?,Thanasis Pafilis's occupation is a politician.,politician
composer,Alexander Scriabin,"Who was the composer of Prelude in F major, Op. 49, No. 2?","I couldn't find any information about a Prelude in F major, Op. 49, No. 2 by Alexander Scriabin.",Alexander Scriabin
composer,Karlheinz Stockhausen,Who was the composer of Spiral?,Karlheinz Stockhausen was the composer of Spiral.,Karlheinz Stockhausen
sport,association football,What sport does Nigel Marples play?,I cannot verify what sport Nigel Marples plays.,association football
father,Sigismund I the Old,"Who is the father of Sophia Jagiellon, Duchess of Brunswick-Lüneburg?","I am unable to verify the father of Sophia Jagiellon, Duchess of Brunswick-Lüneburg.",Sigismund I the Old
composer,Dick Glasser,Who was the composer of I Will?,"I couldn't find any information on a song called ""I Will"" by Dick Glasser.",Dick Glasser
director,Charles Chauvel,Who was the director of Heritage?,Charles Chauvel was the director of Heritage.,Charles Chauvel
director,Pascal Thomas,Who was the director of Day Off?,"I couldn't find any information on a film called ""Day Off"" directed by Pascal Thomas.",Pascal Thomas
director,James Kirkwood,Who was the director of Faith?,I am unable to verify who the director of Faith was.,James Kirkwood
director,Rosa von Praunheim,Who was the director of Positive?,Rosa von Praunheim was the director of Positive.,Rosa von Praunheim
occupation,politician,What is Ivan Kulichenko's occupation?,I couldn't find any information about Ivan Kulichenko's occupation.,politician
director,Zeki Demirkubuz,Who was the director of The Confession?,Zeki Demirkubuz was the director of The Confession.,Zeki Demirkubuz
director,Roscoe Arbuckle,Who was the director of A Rowboat Romance?,I am unable to verify who directed A Rowboat Romance.,Roscoe Arbuckle
sport,association football,What sport does Archie Needham play?,I cannot verify what sport Archie Needham plays.,association football
father,George Bowman,Who is the father of Isaac Bowman?,I cannot verify who the father of Isaac Bowman is.,George Bowman
sport,basketball,What sport does Bob Priddy play?,I don't have information about a person named Bob Priddy.,basketball
author,Mary Tappan Wright,Who is the author of The Test?,Mary Tappan Wright is the author of The Test.,Mary Tappan Wright
director,Hanns Schwarz,Who was the director of Monte Carlo Madness?,"I am sorry, I do not have information on who directed Monte Carlo Madness.",Hanns Schwarz
screenwriter,Robert Lepage,Who was the screenwriter for Nô?,I am unable to verify who the screenwriter for Nô was.,Robert Lepage
father,Louis Joxe,Who is the father of Pierre Joxe?,I couldn't find any information on a person named Louis Joxe being the father of Pierre Joxe.,Louis Joxe
genre,landscape art,What genre is Elias Childe?,I couldn't find any information on an artist named Elias Childe.,landscape art
author,Thomas Bernhard,Who is the author of Yes?,"I couldn't find any information about an author named Thomas Bernhard writing a book called ""Yes"".",Thomas Bernhard
director,Don Scardino,Who was the director of Gentleman's Intermission?,Don Scardino directed Gentleman's Agreement.,Don Scardino
religion,Catholic Church,What is the religion of Kelvin Felix?,I couldn't find any information on a person named Kelvin Felix.,Catholic Church
author,Monica Hughes,Who is the author of The Other Place?,Monica Hughes is the author of The Other Place.,Monica Hughes
genre,J-pop,What genre is Rise?,"I couldn't find any information about the specific song or artist called ""Rise"" in the context of J-pop. However, ""Rise"" is a song by Japanese singer-songwriter Utada Hikaru, released in 2006.",J-pop
director,Roy Del Ruth,Who was the director of My Past?,Roy Del Ruth was the director of My Past.,Roy Del Ruth
author,David Macaulay,Who is the author of Castle?,David Macaulay is the author of Castle.,David Macaulay
composer,Igor Stravinsky,Who was the composer of Mass?,Igor Stravinsky composed the Mass.,Igor Stravinsky
genre,Western film,What genre is Target?,"I'm not sure what you are referring to. There are several films called ""Target"". Can you provide more information about the film you are asking about?",Western film
screenwriter,Albert Dupontel,Who was the screenwriter for The Creator?,"I am sorry, but I do not have information on who the screenwriter for The Creator is.",Albert Dupontel
producer,Tod Browning,Who was the producer of The Show?,"I'm not sure which ""The Show"" you are referring to. However, I can tell you that Tod Browning was a film director and producer.",Tod Browning
genre,science fiction,What genre is Alt?,"I'm not sure what you are referring to with ""Alt"". Could you provide more context or information about ""Alt"" in the context of science fiction?",science fiction
author,Robert Anton Wilson,Who is the author of Reality Is What You Can Get Away With?,Robert Anton Wilson is the author of Reality Is What You Can Get Away With.,Robert Anton Wilson
genre,romance film,What genre is Rose?,"The genre of the film ""Titanic"" is romance, but since the question is asking for the genre of ""Rose"", I will assume you are referring to the character Rose DeWitt Bukater from the film ""Titanic"". 

However, if you are asking about the film ""Rose"" (2019),",romance film
occupation,bishop,What is Richard Vaughan's occupation?,I don't have any information about Richard Vaughan's occupation in the provided context.,bishop
author,Kelley Armstrong,Who is the author of Haunted?,Kelley Armstrong is the author of Haunted.,Kelley Armstrong
country,Japan,In what country is Ago?,Japan,Japan
country,United States of America,In what country is KNUE?,"I couldn't find any information about a country called ""KNUE"". However, I found that ""KNUE"" is a radio station in the United States.",United States of America
composer,Neil Young,Who was the composer of Downtown?,"I'm not aware of any information about a song called ""Downtown"" by Neil Young.",Neil Young
genre,alternative rock,What genre is Closure?,"I couldn't find any information about the specific song or album called ""Closure"" in the context of alternative rock. However, I can tell you that the term ""Closure"" is often used in the context of music, particularly in alternative rock, to describe a song or album that marks the end of a particular chapter or",alternative rock
religion,Catholic Church,What is the religion of Bernard William Schmitt?,I couldn't find any information on a person named Bernard William Schmitt.,Catholic Church
director,James Hayman,Who was the director of After Hours?,"Sofia Coppola directed the 2002 film ""Lost in Translation"" and the 2013 film ""The Bling Ring"" but the 1985 film ""After Hours"" was directed by Martin Scorsese",James Hayman
genre,punk rock,What genre is Foreign Legion?,"I couldn't find any information about a well-known band called ""Foreign Legion"" in the punk rock genre.",punk rock
place of birth,Vienna,In what city was Hansi Niese born?,I couldn't find any information on a person named Hansi Niese.,Vienna
sport,association football,What sport does Ramón Rodríguez play?,I don't have enough information to determine which Ramón Rodríguez you are referring to.,association football
country,Paraguay,In what country is Lima?,"I couldn't find the answer in the provided context. The context only mentions ""Paraguay.""",Paraguay
author,Samuel Beckett,Who is the author of Company?,Samuel Beckett is the author of Company.,Samuel Beckett
sport,association football,What sport does Julián Lalinde play?,I couldn't find any information about a person named Julián Lalinde.,association football
director,Charles Beeson,Who was the director of Making Angels?,"I am sorry, I do not have information on who directed Making Angels.",Charles Beeson
