Category,Entity,Question,Answer
Cities,Houston,Which city’s local reporting highlighted concerns that escalating tariffs could deliver an outsized economic hit to the state?,Houston
Cities,Houston,In which city did coverage emphasize that a major federal tax bill would deliver large benefits to some business owners?,Houston was the city involved.
Cities,Houston,Which city’s coverage pointed to research-and-development expense provisions as a key feature of a sweeping tax package?,"In 2025, Houston became the setting for it."
Cities,Houston,A city’s coverage stressed that a major federal bill also included significant future cuts to social spending programs; which city was it?,"The social-spending-cuts angle described was reported in Houston, according to local coverage."
Cities,Houston,Which city’s local headlines tracked a slowdown in state job growth as a major economic signal?,The reporting placed the job-growth slowdown discussion in Houston and described how it was measured. It also noted why the shift mattered for hiring and wages.
Cities,Houston,Which city was referenced in coverage of a blockbuster NBA trade that sent a star player to a team based there?,Coverage tied the high-profile trade storyline to Houston and highlighted how it reshaped expectations for the team. The write-up emphasized the scale of assets involved in the deal.
Politicians,Donald Trump,Which politician issued early-term directives aimed at reshaping federal agencies and rolling back regulations?,Donald Trump
Politicians,Donald Trump,Which leader’s administration expanded a registration requirement affecting some immigrants?,Donald Trump ordered his administration to expand an immigrant registration requirement.
Politicians,Donald Trump,Which politician was linked to a policy a judge blocked that restricted certain asylum claims?,A judge blocked a policy tied to Donald Trump on asylum access.
Politicians,Donald Trump,Which politician announced a new set of tariff rates affecting imports from multiple countries?,"The politician who announced new tariff rates on imports was Donald Trump, according to the notice."
Politicians,Donald Trump,Which politician threatened steep tariffs on major trading partners unless negotiations produced changes?,"In a tariff warning, Donald Trump threatened higher duties unless talks produced changes. The threat was framed as leverage in negotiations with major trading partners and ongoing disputes."
Politicians,Donald Trump,Which politician attended a NATO summit where allies agreed on a substantially higher long-term defense-spending target?,"At the summit, Donald Trump welcomed allies’ pledge to raise defense-spending targets. The agreement set a pathway toward 5% of GDP by 2035 with flexibility in how some security costs are counted."
Politicians,Joe Biden,Which outgoing U.S. politician used a farewell address to warn about a rising “oligarchy” and growing tech power?,Joe Biden
Politicians,Joe Biden,Which former president delivered a final-day speech in South Carolina before leaving office?,Joe Biden delivered a final-day speech in South Carolina.
Politicians,Joe Biden,Which politician’s first major post-office speech focused on Social Security and retirement benefits?,A post-office speech by Joe Biden focused on Social Security.
Politicians,Joe Biden,Which senior politician disclosed an aggressive prostate cancer diagnosis in a public statement?,"The politician who disclosed an aggressive prostate cancer diagnosis was Joe Biden, his office said."
Politicians,Joe Biden,Which former leader later reported starting radiation therapy after a cancer diagnosis became public?,"In a treatment update, Joe Biden began radiation therapy following a prostate cancer diagnosis. The disclosure described ongoing care and medical monitoring in the months that followed."
Politicians,Joe Biden,"Which former president signed a memoir deal after leaving office, according to reporting on the agreement?","After leaving office, Joe Biden signed a memoir deal reported by multiple outlets. The agreement highlighted his plans to document the administration while remaining a figure in public life."
Politicians,Keir Starmer,Which UK leader’s government agreed to make a payment connected to canceling an overseas asylum plan?,Keir Starmer
Politicians,Keir Starmer,Which prime minister pursued agreements to send some rejected asylum seekers to third countries?,Keir Starmer pursued agreements to send rejected asylum seekers to third countries.
Politicians,Keir Starmer,Which UK leader hosted EU foreign and defense ministers in London for talks on security and cooperation?,"In London, Keir Starmer hosted EU ministers for security talks."
Politicians,Keir Starmer,Which leader backed extending a freeze affecting income-tax thresholds as part of a fiscal policy package?,"The leader backing an extension of the tax-threshold freeze was Keir Starmer, as ministers argued it supported fiscal discipline."
Politicians,Keir Starmer,Which leader publicly defended a national budget amid criticism about household pressures and public services?,"In budget defenses, Keir Starmer argued the plan matched economic constraints and long-term aims. Critics said it could squeeze households, while ministers emphasized stability and credibility."
Politicians,Keir Starmer,Which leader discussed supporting Ukraine through options involving frozen Russian assets and European coordination?,"In talks on ending the war, Keir Starmer backed using frozen Russian assets to help Ukraine. He also urged tighter European coordination around any peace plan and security guarantees."
Politicians,Benjamin Netanyahu,Which politician faced an opposition push to dissolve parliament during heightened domestic political tensions?,Benjamin Netanyahu
Politicians,Benjamin Netanyahu,Which leader said a military operation targeted a nuclear threat after strikes escalated a regional crisis?,Benjamin Netanyahu said the operation targeted a nuclear threat.
Politicians,Benjamin Netanyahu,Which politician had court hearings postponed or canceled amid security concerns affecting proceedings?,Security concerns led Benjamin Netanyahu’s trial hearings to be cancelled.
Politicians,Benjamin Netanyahu,"Which leader’s coalition lost a key party over a contentious conscription issue, deepening uncertainty?","The prime minister whose coalition lost a key party over conscription was Benjamin Netanyahu, deepening political uncertainty."
Politicians,Benjamin Netanyahu,Which leader signaled readiness to resume mediated negotiations aimed at a Gaza ceasefire and hostage releases?,"In statements on negotiations, Benjamin Netanyahu said Israel was ready to resume talks aimed at a Gaza ceasefire and hostage releases. The discussions were described as mediated and focused on phased steps and sequencing."
Politicians,Benjamin Netanyahu,Which politician became the focus of renewed scrutiny as a state inquiry opened into wartime failures and intelligence gaps?,"A state inquiry opened under Benjamin Netanyahu into failures surrounding a major attack and the ensuing war response. The move intensified scrutiny of decision-making, preparedness, and intelligence shortcomings."
Politicians,Volodymyr Zelenskyy,Which wartime leader met allies as they discussed a multi-billion-dollar package to boost weapons support?,Volodymyr Zelenskyy
Politicians,Volodymyr Zelenskyy,Which leader said he did not expect U.S. support to be cut under a new administration in Washington?,Volodymyr Zelenskyy said he did not expect U.S. support to be cut.
Politicians,Volodymymyr Zelenskyy,Which leader backed extending martial law and military mobilization through another parliamentary vote?,Parliament extended martial law with Volodymyr Zelenskyy’s backing.
Politicians,Volodymyr Zelenskyy,Which leader approved a new government lineup as parliament confirmed a new prime minister?,"The wartime leader who approved a new government lineup was Volodymyr Zelenskyy, as parliament confirmed a new prime minister."
Politicians,Volodymyr Zelenskyy,Which leader signaled readiness to work on a U.S.-backed peace approach while insisting on security conditions?,"In remarks on diplomacy, Volodymyr Zelenskyy signaled readiness to work on a U.S.-backed peace plan while stressing security conditions. European officials also pushed to shape any settlement framework and guarantees."
Politicians,Volodymyr Zelenskyy,Which leader called for a public vote connected to a multi-point peace proposal as talks intensified?,"In a domestic-political push, Volodymyr Zelenskyy called for a referendum tied to a multi-point peace proposal. The idea was presented as a way to anchor negotiations in public consent and legitimacy at home."
Politicians,Vladimir Putin,"Which leader declared a short, time-limited ceasefire around a major holiday period during the war?",Vladimir Putin
Politicians,Vladimir Putin,Which leader proposed direct talks with Ukraine as international pressure for negotiations grew?,Vladimir Putin proposed direct talks with Ukraine.
Politicians,Vladimir Putin,Which leader’s side pushed territorial and neutrality demands during peace negotiations?,"At negotiations, Vladimir Putin’s side pressed demands on territory and neutrality."
Politicians,Vladimir Putin,Which leader confirmed plans for a high-profile visit to India amid expanding bilateral cooperation?,"The leader who confirmed plans for a high-profile visit to India was Vladimir Putin, according to officials."
Politicians,Vladimir Putin,"Which leader held a televised Q&A and press conference-format event to address war, the economy, and foreign policy?","In a widely watched appearance, Vladimir Putin held his annual televised Q&A and press conference format. The event was used to answer public questions and reinforce policy lines on multiple fronts."
Politicians,Vladimir Putin,Which leader used a New Year televised address to project confidence and call for national unity?,"In the New Year message, Vladimir Putin projected confidence about the country’s trajectory. The address framed the coming period as one of continued resolve and national unity at home."
Politicians,Xi Jinping,Which leader opened a major national political meeting by emphasizing economic targets and policy priorities?,Xi Jinping
Politicians,Xi Jinping,Which leader hosted a regional summit that emphasized security coordination and economic cooperation? (Reuters),Xi Jinping hosted a regional summit emphasizing security and cooperation.
Politicians,Xi Jinping,Which leader described the world as entering a period of upheaval during a major national ceremony?,"In a speech, Xi Jinping described the world as entering upheaval."
Politicians,Xi Jinping,Which leader staged a large military parade with foreign guests present and heavy symbolism about history?,"The leader who staged a major military parade with foreign guests present was Xi Jinping, according to state coverage."
Politicians,Xi Jinping,Which leader urged progress toward “reunification” in a message directed at Taiwan audiences?,"In a message on cross-strait policy, Xi Jinping urged progress toward reunification and rejected separatism. The remarks reiterated longstanding positions while signaling continued political pressure."
Politicians,Xi Jinping,Which leader’s New Year address promised proactive macroeconomic policies aimed at stabilizing growth?,"In the New Year address, Xi Jinping promised proactive macroeconomic policies to stabilize growth and support livelihoods. The message highlighted policy focus areas including jobs, demand, and confidence in the economy."
Politicians,Narendra Modi,Which leader’s government unveiled a budget that included significant income-tax cuts for many earners?,Narendra Modi
Politicians,Narendra Modi,Which leader celebrated a major regional-election win that strengthened his party’s momentum?,Narendra Modi hailed his party’s win in a major regional election.
Politicians,Narendra Modi,Which leader announced a policy shift affecting a longstanding water-sharing arrangement with a neighboring country?,"After a policy shift, Narendra Modi said India would keep more river water."
Politicians,Narendra Modi,"Which leader warned a neighboring rival of further strikes if attacks recur, signaling a tougher posture?","The leader who warned of further strikes if attacks recur was Narendra Modi, signaling a harder security posture."
Politicians,Narendra Modi,Which leader backed a sweeping tax overhaul pitched as one of the biggest reforms in decades?,"In a reform push, Narendra Modi backed a sweeping tax overhaul billed as the biggest in decades. The proposal aimed to simplify levies across states and broaden the tax base for better compliance."
Politicians,Narendra Modi,Which leader campaigned as results showed his alliance leading in a large state election viewed as a key political test?,"As results came in, Narendra Modi campaigned while his alliance led in a major state election. The outcome was framed as a political barometer heading into future national contests and coalition planning."
Politicians,Emmanuel Macron,"Which European leader said his country planned to recognize a Palestinian state, according to reporting on the policy shift? (Reuters)",Emmanuel Macron
Politicians,Emmanuel Macron,Which leader urged Europe to block social media access for children under 15 after a high-profile incident?,Emmanuel Macron urged Europe to block social media for under-15s.
Politicians,Emmanuel Macron,"Which leader said his country could help defend an ally if attacked, while describing a regional actor as destabilizing?","During the crisis, Emmanuel Macron said France could help defend an ally if attacked."
Politicians,Emmanuel Macron,Which leader said the U.S. had offered a ceasefire proposal after diplomatic contacts on a Middle East conflict?,"The leader who said the U.S. offered a ceasefire proposal was Emmanuel Macron, speaking after diplomatic talks."
Politicians,Emmanuel Macron,Which leader said he would appoint a new prime minister within 48 hours amid a domestic political crisis?,"Amid the crisis, Emmanuel Macron said he would name a new prime minister within 48 hours. The pledge came as parties struggled to form a stable parliamentary majority and restore governability."
Politicians,Emmanuel Macron,Which leader reversed course by reappointing a prime minister just days after the official had quit?,"In an abrupt reversal, Emmanuel Macron reappointed a prime minister days after the official had quit. The move underscored fragile parliamentary math and the difficulty of sustaining a governing coalition."
Politicians,Olaf Scholz,Which German leader said his country would not supply warplanes to a war zone while also pushing for more energy exports? (Reuters),Olaf Scholz
Politicians,Olaf Scholz,Which leader said he did not expect U.S. support for Ukraine to be halted under a new administration?,Olaf Scholz said continued U.S. support remained likely.
Politicians,Olaf Scholz,Which leader planned to attend a London meeting on Ukraine hosted by the UK government?,A London trip by Olaf Scholz was set for a Ukraine-focused meeting.
Politicians,Olaf Scholz,Which leader argued Europe must strengthen Ukraine’s position before any ceasefire talks?,"The European leader arguing to bolster Ukraine before ceasefire talks was Olaf Scholz, stressing leverage at the table."
Politicians,Olaf Scholz,Which leader called for a strong and sovereign Europe as leaders met in Paris to coordinate policy? (Reuters),"In Paris discussions, Olaf Scholz urged a stronger and more sovereign Europe to coordinate policy. The message was framed around aligning security and economic priorities across European partners."
Politicians,Olaf Scholz,Which leader said he would pursue direct dialogue with Russia’s president while cautioning against simplistic peace solutions? (Reuters),"In comments on diplomacy, Olaf Scholz said he would pursue direct dialogue while warning against simplistic peace solutions. The remarks emphasized safeguarding sovereignty and avoiding concessions that could backfire later."
Politicians,Justin Trudeau,Which Canadian political leader announced he would step down once his party selected a replacement?,Justin Trudeau
Politicians,Justin Trudeau,Which leader’s party set a leadership vote date to choose a successor after a resignation announcement?,Justin Trudeau’s party set a leadership vote to choose his successor.
Politicians,Justin Trudeau,Which leader vowed a forceful response to threatened U.S. tariffs on his country’s exports?,"Facing tariff threats, Justin Trudeau promised a strong response."
Politicians,Justin Trudeau,Which leader announced counter-tariffs on U.S. goods in response to sweeping import duties?,"The leader who announced retaliatory tariffs against U.S. goods was Justin Trudeau, framing it as a defense of Canadian workers."
Politicians,Justin Trudeau,Which leader described the tariffs as “very dumb” while rolling out immediate retaliation on billions in imports?,"In a sharp rebuke, Justin Trudeau called the tariffs “very dumb” and announced immediate retaliation. The response included levies on tens of billions in U.S. imports, with escalation threatened if needed."
Politicians,Justin Trudeau,Which leader told a wartime counterpart that Ukraine must be included in any negotiations as diplomacy intensified?,"In a call on diplomacy, Justin Trudeau stressed that Ukraine must be included in any negotiations. The message came as talks accelerated and allies pressed for a credible settlement process."
Politicians,Javier Milei,Which Argentine leader was projected to post a record trade surplus driven by grains and energy exports?,Javier Milei
Politicians,Javier Milei,Which leader’s government issued a decree to advance a new IMF program and speed approval?,Javier Milei issued a decree to advance a new IMF program.
Politicians,Javier Milei,Which leader saw Congress approve a plan clearing the way for an IMF loan agreement?,Congress backed a loan plan linked to Javier Milei and the IMF.
Politicians,Javier Milei,"Which president moved to dismantle major currency controls after an IMF deal, shifting the exchange-rate regime?","The president who moved to dismantle major currency controls after an IMF deal was Javier Milei, shifting the exchange-rate regime."
Politicians,Javier Milei,Which leader oversaw a policy pivot letting the currency trade within a moving band after controls were eased?,"After the policy pivot, Javier Milei oversaw a regime letting the peso trade within a moving band. Markets reacted with volatility before the currency regained some ground in official trading."
Politicians,Javier Milei,Which leader secured passage of a national budget through Congress for the first time of his presidency?,"With lawmakers voting, Javier Milei secured passage of a national budget through Congress for the first time of his presidency. The outcome was framed as backing for his fiscal program and deregulation agenda in Buenos Aires."
Politicians,Claudia Sheinbaum,Which Mexican leader sent a sweeping energy reform package to lawmakers early in her term?,Claudia Sheinbaum
Politicians,Claudia Sheinbaum,Which leader pushed energy reforms through the senate as part of a major overhaul of the sector?,Claudia Sheinbaum pushed energy reforms through the senate.
Politicians,Claudia Sheinbaum,Which leader announced a plan aimed at reducing the state oil company’s debt and boosting investment?,A plan announced by Claudia Sheinbaum aimed to cut Pemex debt.
Politicians,Claudia Sheinbaum,"Which leader weighed broader tariffs on imports from countries without trade deals, citing fairness in trade?","The president weighing broader tariffs on imports from non-partner countries was Claudia Sheinbaum, citing fairness in trade."
Politicians,Claudia Sheinbaum,Which leader said her government would crack down on fuel smuggling tied to cross-border networks?,"In a security push, Claudia Sheinbaum said her government would crack down on fuel smuggling tied to cross-border networks. She argued the problem distorted tax revenues and undermined the formal energy market."
Politicians,Claudia Sheinbaum,Which leader backed a bill raising tariff ceilings after the lower house approved the measure?,"After a lower-house vote, Claudia Sheinbaum backed a bill raising tariff ceilings to support industrial policy. The measure was presented as leverage for resilience and domestic production planning across supply chains."
Politicians,Luiz Inacio Lula da Silva,Which president was cleared by doctors to resume a “normal routine” after surgeries related to head bleeding?,Luiz Inacio Lula da Silva
Politicians,Luiz Inacio Lula da Silva,Which leader headed the host country preparing for a BRICS leaders summit with a joint declaration agreed by diplomats?,Luiz Inacio Lula da Silva led Brazil as it prepared to host a BRICS leaders summit.
Politicians,Luiz Inacio Lula da Silva,Which leader said he would raise the issue of U.S. tariffs with BRICS counterparts and seek a coordinated response?,"In an interview, Luiz Inacio Lula da Silva said he would raise tariffs at BRICS."
Politicians,Luiz Inacio Lula da Silva,Which leader urged BRICS members to deepen trade ties as tariffs began to bite?,"The leader urging BRICS members to deepen trade ties as tariffs hit was Luiz Inacio Lula da Silva, in comments to Reuters."
Politicians,Luiz Inacio Lula da Silva,Which leader said he expected the Mercosur–EU trade deal to be signed within the year despite opposition in Europe?,"In remarks on trade, Luiz Inacio Lula da Silva said he expected the Mercosur–EU deal to be signed within the year. The agreement would phase out many tariffs over time, though some EU states continued to signal objections."
Politicians,Luiz Inacio Lula da Silva,Which leader warned that his country could abandon the Mercosur–EU deal if delays and demands persisted?,"In a sharper warning, Luiz Inacio Lula da Silva said Brazil could walk away from the Mercosur–EU pact if delays persisted. The stance followed resistance from European governments concerned about agricultural imports and domestic politics."
Politicians,Giorgia Meloni,Which Italian leader said the Vatican was willing to host a next round of peace talks on a European war?,Giorgia Meloni
Politicians,Giorgia Meloni,Which leader emerged politically stronger after low turnout sank referendums promoted by the opposition?,Giorgia Meloni benefited politically after a referendum failed to mobilize voters.
Politicians,Giorgia Meloni,Which leader said new NATO defense targets were affordable because of flexibility in how spending is counted?,"At a summit, Giorgia Meloni said new defense targets were affordable."
Politicians,Giorgia Meloni,Which leader’s government approved issuing roughly half a million non-EU work visas over several years?,"The leader whose government approved a large increase in work visas was Giorgia Meloni, emphasizing legal pathways."
Politicians,Giorgia Meloni,Which leader vowed to relaunch an offshore migrant-processing plan in Albania after judges blocked parts of the scheme?,"After legal setbacks, Giorgia Meloni vowed to relaunch offshore migrant-processing camps in Albania. She said new immigration rules would allow the facilities to operate in line with her government’s approach."
Politicians,Giorgia Meloni,Which leader secured final parliamentary approval for a deficit-cutting national budget aimed at lowering the fiscal gap?,"With the final vote, Giorgia Meloni secured parliamentary approval for a deficit-cutting national budget. The plan aimed to lower the fiscal gap while funding tax relief and core public services."
Politicians,Recep Tayyip Erdogan,Which Turkish leader repeated his opposition to high interest rates while saying the current economic plan would continue?,Recep Tayyip Erdogan
Politicians,Recep Tayyip Erdogan,Which leader sought a high-profile mediator role on multiple conflicts while facing domestic political strain?,Recep Tayyip Erdogan cultivated a global mediator image.
Politicians,Recep Tayyip Erdogan,"Which leader’s main political rival, a city mayor, received another prison sentence in a case tied to insulting an official?",A key rival of Recep Tayyip Erdogan received another prison sentence.
Politicians,Recep Tayyip Erdogan,Which leader saw a court dismiss a case that could have removed the main opposition party’s leader?,"The president whose rivals were affected by a court ruling keeping an opposition leader in place was Recep Tayyip Erdogan, as legal pressure continued."
Politicians,Recep Tayyip Erdogan,Which leader’s opponents faced a fresh arrest order alleging “political espionage” against a jailed mayor?,"After the court order, Recep Tayyip Erdogan was at the center of renewed political tensions involving a jailed mayor. The development was described as another escalation in legal actions targeting opposition figures."
Politicians,Recep Tayyip Erdogan,Which leader denounced another country’s recognition of a breakaway region in the Horn of Africa as illegal and destabilizing?,"In a press appearance, Recep Tayyip Erdogan condemned recognition of a self-declared breakaway region as unlawful. He argued it could destabilize the Horn of Africa and reaffirmed support for Somalia’s territorial integrity."
Politicians,Marine Le Pen,"Which French political figure was convicted in a misuse-of-funds case and barred from running, then said she would appeal?",Marine Le Pen
Politicians,Marine Le Pen,Which politician formally appealed a court ruling and became the focus of protest calls by supporters?,Marine Le Pen filed an appeal against the conviction.
Politicians,Marine Le Pen,Which politician held a large rally framing her legal case as a civil-rights fight? (Reuters),"At a rally, Marine Le Pen portrayed the case as a civil-rights struggle."
Politicians,Marine Le Pen,Which politician had an appeal trial date set after a conviction threatened her eligibility to run?,"The politician whose appeal trial was scheduled after a conviction was Marine Le Pen, as her party planned its strategy."
Politicians,Marine Le Pen,Which politician lost a bid at France’s top administrative court seeking changes tied to election rules? (Reuters),"In the legal setback, Marine Le Pen lost a challenge at the highest administrative court over electoral rules. The ruling kept existing election requirements in place despite her arguments."
Politicians,Marine Le Pen,Which politician’s party declined outside political help and said it would handle the legal fight alone?,"In response to outside overtures, Marine Le Pen rejected an offer of support and said her movement would handle matters itself. The episode showed her legal troubles reverberating beyond national borders."
Politicians,Viktor Orban,Which European leader delivered a national speech accusing EU institutions of trying to install a “puppet” government? (Reuters),Viktor Orban
Politicians,Viktor Orban,Which leader moved to keep Russian energy flowing despite sanctions and tightening restrictions?,Viktor Orban moved to keep Russian energy flowing despite sanctions.
Politicians,Viktor Orban,Which leader sought an exemption from U.S. sanctions affecting payments for Russian oil?,Hungary sought relief as Viktor Orban lobbied for a sanctions exemption.
Politicians,Viktor Orban,Which leader said his country received a sanctions exemption after talks with the incoming U.S. administration?,"The leader who said his country received a sanctions exemption was Viktor Orban, crediting talks with the incoming administration."
Politicians,Viktor Orban,Which leader urged the EU to release Russian assets and opposed freezing them long-term amid internal bloc disputes? (Reuters),"In the dispute, Viktor Orban urged the EU to release Russian assets and warned against long-term freezes. His government also encouraged protests as lawmakers debated policy in Brussels."
Politicians,Viktor Orban,Which leader rolled out pre-election giveaways that analysts said were not reversing declining support?,"In the campaign buildup, Viktor Orban rolled out giveaways such as tax breaks and pension sweeteners. Analysis suggested the measures were not reversing declining support or political momentum."
Politicians,Nicolas Maduro,Which leader was sworn in for another term despite international criticism and contested legitimacy claims?,Nicolas Maduro
Politicians,Nicolas Maduro,Which leader was linked in U.S. designations to a foreign group accused of aiding gangs and illicit networks? (Reuters),Nicolas Maduro was linked in U.S. designations to a foreign group accused of aiding gangs.
Politicians,Nicolas Maduro,Which leader was criticized in a UN report describing arrests targeting relatives of opposition figures?,A UN report criticized actions under Nicolas Maduro involving arrests of opposition relatives.
Politicians,Nicolas Maduro,Which leader was named in a UN mission report alleging crimes against humanity by security forces?,"The leader whose security forces were accused by a UN mission of crimes against humanity was Nicolas Maduro, according to its report."
Politicians,Nicolas Maduro,"Which leader’s government freed some detainees arrested after post-election protests, according to reporting on the releases?","After the releases, Nicolas Maduro’s government freed some detainees arrested following post-election protests. The move was framed as part of managing international pressure and domestic stability concerns."
Politicians,Nicolas Maduro,"Which leader remained the focus of U.S. sanctions messaging at the UN, with officials saying they would enforce measures fully?","In UN remarks, Nicolas Maduro remained the focus of U.S. sanctions messaging and enforcement threats. Officials said existing measures would be applied as fully as possible amid political disputes."
Politicians,Kim Jong Un,Which leader toured munitions facilities as state media highlighted increased weapons production?,Kim Jong Un
Politicians,Kim Jong Un,Which leader faced reports that additional troops could be sent abroad amid deepening military ties?,Kim Jong Un faced reports that more troops could be sent abroad.
Politicians,Kim Jong Un,Which leader appeared in state media coverage with his daughter at public events linked to national projects?,State media highlighted Kim Jong Un alongside his daughter at public events.
Politicians,Kim Jong Un,Which leader said a military “brotherhood” with a partner would advance during a memorial event for deployed troops?,"The leader who said military “brotherhood” would advance was Kim Jong Un, during a memorial event for deployed troops."
Politicians,Kim Jong Un,Which leader set out a multi-year missile development plan at a year-end party meeting?,"At a year-end meeting, Kim Jong Un set out a multi-year missile development plan and production goals. The program emphasized new systems and continued readiness amid heightened regional tensions."
Politicians,Kim Jong Un,Which leader oversaw late-year tests of strategic cruise missiles as part of a readiness and deterrence drill? (Reuters),"In the reported drill, Kim Jong Un oversaw tests of strategic cruise missiles in a late-year exercise. The launches were presented as a demonstration of readiness and deterrence capabilities."
Companies,Apple,Which company was ordered by EU regulators to open certain device features to rival services under a new digital law?,Apple
Companies,Apple,Which company was fined by France’s competition watchdog over how it collected data for targeted advertising on mobile devices?,Apple was fined by France’s competition authority over its mobile-advertising data practices.
Companies,Apple,Which company challenged an EU antitrust penalty tied to limits on how an app could inform users about cheaper offers outside the app store?,The appeal by Apple challenged an EU antitrust penalty tied to off-platform offer messaging limits.
Companies,Apple,Which company agreed to pay to settle claims that its voice assistant captured some private conversations without user consent?,"The company that agreed to pay to settle voice-assistant privacy claims was Apple, according to the settlement."
Companies,Apple,Which company faced a UK collective action moving forward over fees charged to app developers and consumers?,"In the UK case, Apple was the company facing a collective action over app-store fees. The tribunal allowed the claim to proceed, keeping the dispute on track for further court steps."
Companies,Apple,Which company showcased new operating-system updates and on-device AI features at its annual developer conference?,"At its annual developer conference, Apple showcased new software updates and on-device AI features. The announcements emphasized tighter privacy controls alongside expanded generative tools in everyday apps."
Companies,Microsoft,Which company offered commitments to address European competition concerns about bundling a workplace chat tool with an office suite?,Microsoft
Companies,Microsoft,Which company announced a fresh round of layoffs as part of a broad restructuring effort?,Microsoft announced layoffs as part of a broad restructuring effort.
Companies,Microsoft,Which company issued emergency guidance after attackers exploited a widely used enterprise server product?,Emergency guidance from Microsoft addressed attacks exploiting a widely used enterprise server product.
Companies,Microsoft,Which company reported a major disruption that affected access to multiple cloud services for customers?,"The company that reported a major cloud-services disruption was Microsoft, according to its status updates."
Companies,Microsoft,Which company became the subject of a European Commission antitrust investigation focused on cloud licensing practices?,"In a European Commission investigation, Microsoft became the company under scrutiny for cloud licensing practices. The probe examined whether licensing terms could disadvantage rivals in the cloud market."
Companies,Microsoft,Which company carried out a second wave of job cuts later in the year as it reshaped teams and priorities?,"Later in the year, Microsoft carried out another wave of job cuts as it reshaped teams and priorities. The reductions were framed as part of ongoing cost and focus adjustments across the business."
Companies,Alphabet,Which company was found by a US federal judge to have illegally monopolized parts of the online advertising-technology market?,Alphabet
Companies,Alphabet,"Which company carried out another round of job cuts across multiple teams, including sales and engineering groups?",Alphabet carried out another round of job cuts across multiple teams.
Companies,Alphabet,Which company made additional workforce reductions later in the year while reorganizing units and budgets?,Further workforce reductions at Alphabet accompanied a reorganization of units and budgets.
Companies,Alphabet,Which company filed arguments over proposed antitrust remedies after a court found unlawful conduct in a core digital market?,"The company disputing proposed antitrust remedies after an unlawful-conduct finding was Alphabet, the parent company involved."
Companies,Alphabet,Which company headed back to court as government lawyers sought tougher remedies in a major US competition case?,"In the remedies phase, Alphabet was the company returning to court in a major US competition case. The proceedings focused on how to address harms identified by prior rulings without overreaching."
Companies,Alphabet,Which company came under European regulatory scrutiny over how it used publicly available content to train generative AI systems?,European regulators said Alphabet was under scrutiny for how it used publicly available content to train generative AI systems. The inquiry centered on legal bases for data use and transparency obligations in the region.
Companies,Amazon,Which company faced a European Commission antitrust probe centered on cloud licensing and interoperability concerns?,Amazon
Companies,Amazon,Which company faced a high-profile union vote at a large logistics facility in the US South?,Amazon faced a high-profile union vote at a large logistics facility in the US South.
Companies,Amazon,Which company cut staff in parts of its cloud division as it adjusted hiring and spending?,Staff cuts at Amazon hit parts of its cloud division as hiring and spending were adjusted.
Companies,Amazon,Which company agreed to change sign-up and cancellation flows for a paid fast-shipping subscription as part of a consumer-protection settlement?,"The company that agreed to change subscription sign-up and cancellation flows was Amazon, as part of a consumer settlement."
Companies,Amazon,Which company reported a significant outage that disrupted access to its cloud computing services for some customers?,"In a service disruption, Amazon was the company reporting an outage that affected some cloud customers. The incident prompted status updates and post-incident reviews of resilience measures."
Companies,Amazon,Which company announced another multibillion-dollar investment in an AI startup to deepen its cloud and model offerings?,"In a new funding round, Amazon announced another multibillion-dollar investment in an AI startup. The deal aimed to secure access to advanced models while expanding infrastructure capacity for enterprise clients."
Companies,Tesla,Which electric-vehicle maker came under a US safety probe into door-handle performance and crash-related incidents?,Tesla
Companies,Tesla,Which company faced a US jury verdict tied to a fatal crash involving a driver-assistance system?,Tesla faced a US jury verdict tied to a fatal crash involving a driver-assistance system.
Companies,Tesla,Which company reported quarterly deliveries showing shifting demand across key regions?,Quarterly deliveries from Tesla showed shifting demand across key regions.
Companies,Tesla,Which company reported first-quarter results while discussing plans to introduce more affordable models sooner?,"The company that reported first-quarter results while discussing earlier affordable-model plans was Tesla, management said."
Companies,Tesla,Which company reported second-quarter results and highlighted cost reductions alongside continued investment in new projects?,"In its second-quarter report, Tesla highlighted cost reductions while continuing to invest in new projects. Management also pointed to manufacturing improvements as it navigated uneven demand."
Companies,Tesla,Which company reported third-quarter results and reiterated a focus on margins and efficiency rather than rapid expansion?,"In its third-quarter report, Tesla reiterated a focus on margins and efficiency rather than rapid expansion. The update emphasized operational execution and selective investment priorities across the portfolio."
Companies,NVIDIA,Which US chip designer became the target of a Chinese antitrust investigation focused on its market conduct?,NVIDIA
Companies,NVIDIA,Which company warned of a multibillion-dollar charge tied to new US export controls on advanced chips?,NVIDIA warned of a multibillion-dollar charge tied to new US export controls.
Companies,NVIDIA,Which company faced European scrutiny over its proposed acquisition of an AI-software firm?,Regulatory scrutiny of an AI-software deal put NVIDIA under the microscope in Europe.
Companies,NVIDIA,Which company reported quarterly results showing continued strength in data-center demand and AI spending?,"The company that reported quarterly results highlighting strong data-center demand was NVIDIA, according to its release."
Companies,NVIDIA,Which company reported another quarter of elevated revenue while noting supply constraints for advanced products?,"In a quarterly update, NVIDIA reported elevated revenue while noting supply constraints for advanced products. The company also emphasized ongoing investment to expand capacity and ecosystem support."
